"reference_period_qq","metcode","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","ref_qq","ref_yy","population","comp_per_10kpop"
"2015-3","0610","September 30, 2015","HAMILTON",608,NA,NA,373,1.63002680965147,0.0241286863270777,6.76139410187668,NA,NA,NA,NA
"2015-3","2440","September 30, 2015","VICTORIA",410,393,17,155,2.64516129032258,0.225806451612903,7.83870967741935,"3","2015",381808.969,10.7383543418018
"2015-3","1060","September 30, 2015","MONTRÉAL",4646,4609,37,1209,3.84284532671629,0.665012406947891,4.80314309346567,"3","2015",4125459.34,11.2617762462301
"2015-3","2270","September 30, 2015","TORONTO",7157,NA,NA,2029,3.52735337604731,0.187777230162642,9.22621981271562,"3","2015",6093138.44,11.7459993244467
"2015-3","1490","September 30, 2015","REGINA",432,NA,NA,195,2.21538461538462,0.128205128205128,10.6923076923077,"3","2015",243025.813,17.7758895101402
"2015-3","0580","September 30, 2015","HALIFAX",484,NA,NA,99,4.88888888888889,0.333333333333333,8.67676767676768,NA,NA,NA,NA
"2015-3","2410","September 30, 2015","VANCOUVER",4958,4540,418,1825,2.71671232876712,0.148493150684932,10.0887671232877,"3","2015",2568529,19.3028772499746
"2015-3","1700","September 30, 2015","SASKATOON",505,504,1,318,1.58805031446541,0.0534591194968553,7.99056603773585,"3","2015",304310.719,16.5948804452071
"2015-3","0140","September 30, 2015","CALGARY",3734,NA,NA,1691,2.20816085156712,0.0875221762270846,7.51271437019515,NA,NA,NA,NA
"2015-4","2440","December 31, 2015","VICTORIA",526,475,51,279,1.88530465949821,0.0931899641577061,7.88530465949821,"4","2015",383797.781,13.7051339543831
"2015-4","1700","December 31, 2015","SASKATOON",652,NA,NA,364,1.79120879120879,0.032967032967033,8.10989010989011,"4","2015",306335.031,21.2838863995284
"2015-4","0340","December 31, 2015","EDMONTON",4230,NA,NA,2311,1.83037646040675,0.0419731717871051,7.46733016010385,NA,NA,NA,NA
"2015-4","2680","December 31, 2015","WINNIPEG",1263,NA,NA,548,2.30474452554745,0.0948905109489051,7.75182481751825,"4","2015",799158.406,15.8041258218336
"2015-4","0140","December 31, 2015","CALGARY",3698,NA,NA,1679,2.20250148898154,0.0631328171530673,8.01012507444908,NA,NA,NA,NA
"2015-4","0610","December 31, 2015","HAMILTON",518,NA,NA,391,1.32480818414322,0.010230179028133,6.43734015345269,NA,NA,NA,NA
"2015-4","1400","December 31, 2015","QUÉBEC",1412,1403,9,379,3.72559366754617,0.45646437994723,4.61477572559367,"4","2015",804200.656,17.5578071152431
"2015-4","1490","December 31, 2015","REGINA",705,NA,NA,314,2.24522292993631,0.114649681528662,11.0191082802548,"4","2015",244489.188,28.8356309645889
"2015-4","1060","December 31, 2015","MONTRÉAL",4247,4209,38,1143,3.7156605424322,0.547681539807524,5.83377077865267,"4","2015",4134516.91,10.2720586043026
"2015-4","0580","December 31, 2015","HALIFAX",279,NA,NA,147,1.89795918367347,0.129251700680272,8.1156462585034,NA,NA,NA,NA
"2015-4","1265","December 31, 2015","OTTAWA",1476,NA,NA,607,2.43163097199341,0.112026359143328,6.22075782537068,"4","2015",1000679,14.7499847603477
"2015-4","2410","December 31, 2015","VANCOUVER",4634,4223,411,1732,2.67551963048499,0.14203233256351,10.0098152424942,"4","2015",2577770,17.9767783782106
"2015-4","2270","December 31, 2015","TORONTO",6999,NA,NA,2334,2.9987146529563,0.176520994001714,9.09383033419023,"4","2015",6113865.56,11.4477492697762
"2016-1","2680","March 31, 2016","WINNIPEG",673,NA,NA,435,1.54712643678161,0.0390804597701149,6.73103448275862,"1","2016",803126.281,8.37975317109564
"2016-1","2270","March 31, 2016","TORONTO",9605,NA,NA,2912,3.29842032967033,0.160370879120879,9.99038461538461,"1","2016",6135376.56,15.6551108250151
"2016-1","1700","March 31, 2016","SASKATOON",581,NA,NA,319,1.82131661442006,0.0438871473354232,7.93416927899687,"1","2016",308379.156,18.8404432885859
"2016-1","0580","March 31, 2016","HALIFAX",286,283,3,139,2.05755395683453,0.100719424460432,7.61870503597122,NA,NA,NA,NA
"2016-1","1490","March 31, 2016","REGINA",436,NA,NA,157,2.77707006369427,0.248407643312102,10.0063694267516,"1","2016",245959.688,17.7264820729485
"2016-1","1060","March 31, 2016","MONTRÉAL",3003,2978,25,636,4.72169811320755,0.699685534591195,5.41194968553459,"1","2016",4144953.78,7.24495412829429
"2016-1","2410","March 31, 2016","VANCOUVER",5767,5397,370,1655,3.48459214501511,0.216918429003021,10.8996978851964,"1","2016",2586822.5,22.2937600086593
"2016-1","1265","March 31, 2016","OTTAWA",1297,NA,NA,557,2.32854578096948,0.129263913824057,6.45960502692998,"1","2016",1004374.665,12.9135077297076
"2016-1","1400","March 31, 2016","QUÉBEC",299,296,3,171,1.74853801169591,0.321637426900585,4.27485380116959,"1","2016",805585.531,3.71158602648736
"2016-1","0610","March 31, 2016","HAMILTON",426,NA,NA,290,1.46896551724138,0.0241379310344828,7.00689655172414,NA,NA,NA,NA
"2016-1","0140","March 31, 2016","CALGARY",2592,NA,NA,868,2.98617511520737,0.16705069124424,8.5426267281106,NA,NA,NA,NA
"2016-1","2440","March 31, 2016","VICTORIA",365,330,35,186,1.96236559139785,0.118279569892473,8.47311827956989,"1","2016",385626.406,9.4651194607249
"2016-1","0340","March 31, 2016","EDMONTON",3714,NA,NA,1780,2.08651685393258,0.0640449438202247,7.7747191011236,NA,NA,NA,NA
"2016-2","1265","June 30, 2016","OTTAWA",1126,NA,NA,613,1.836867862969,0.0929853181076672,7.16802610114193,"2","2016",1008575.553,11.1642602941418
"2016-2","2440","June 30, 2016","VICTORIA",264,232,32,208,1.26923076923077,0.0432692307692308,8.10576923076923,"2","2016",387294.844,6.81651212480381
"2016-2","0580","June 30, 2016","HALIFAX",467,466,1,148,3.15540540540541,0.162162162162162,7.91891891891892,NA,NA,NA,NA
"2016-2","0610","June 30, 2016","HAMILTON",408,NA,NA,205,1.99024390243902,0.0585365853658537,7.65365853658537,NA,NA,NA,NA
"2016-2","0140","June 30, 2016","CALGARY",3960,NA,NA,1420,2.7887323943662,0.133802816901408,8.04295774647887,NA,NA,NA,NA
"2016-2","2410","June 30, 2016","VANCOUVER",4471,4041,430,1703,2.6253669994128,0.133881385789783,11.3376394597769,"2","2016",2595686.5,17.2247303362713
"2016-2","1400","June 30, 2016","QUÉBEC",751,750,1,217,3.46082949308756,0.534562211981567,4.97235023041475,"2","2016",806934.219,9.30683049890588
"2016-2","1490","June 30, 2016","REGINA",498,NA,NA,246,2.02439024390244,0.154471544715447,12.6869918699187,"2","2016",247437.313,20.126309729204
"2016-2","0340","June 30, 2016","EDMONTON",4026,NA,NA,1809,2.22553897180763,0.0884466556108347,8.09618573797678,NA,NA,NA,NA
"2016-2","2680","June 30, 2016","WINNIPEG",922,NA,NA,498,1.85140562248996,0.0783132530120482,7.214859437751,"2","2016",807163.469,11.4227171497525
"2016-2","1060","June 30, 2016","MONTRÉAL",5779,5742,37,991,5.83148335015136,0.670030272452069,5.98688193743693,"2","2016",4156769.97,13.9026216069397
"2016-2","2270","June 30, 2016","TORONTO",6861,NA,NA,2840,2.41584507042254,0.077112676056338,9.78908450704225,"2","2016",6157671.44,11.1421989088785
"2016-2","1700","June 30, 2016","SASKATOON",904,NA,NA,292,3.0958904109589,0.113013698630137,8.07876712328767,"2","2016",310443.094,29.1196685470478
"2016-3","2680","September 30, 2016","WINNIPEG",947,NA,NA,497,1.90543259557344,0.0462776659959759,6.65593561368209,"3","2016",811787.938,11.6656081677331
"2016-3","0580","September 30, 2016","HALIFAX",331,330,1,96,3.44791666666667,0.291666666666667,8.77083333333333,NA,NA,NA,NA
"2016-3","1400","September 30, 2016","QUÉBEC",2454,2448,6,502,4.88844621513944,0.597609561752988,4.69123505976096,"3","2016",807913.125,30.3745529570398
"2016-3","2410","September 30, 2016","VANCOUVER",3695,3243,452,1758,2.10182025028441,0.0784982935153584,10.7940841865757,"3","2016",2602800.75,14.1962461014352
"2016-3","1265","September 30, 2016","OTTAWA",1346,NA,NA,692,1.94508670520231,0.0780346820809249,7.22832369942197,"3","2016",1013209.414,13.2845192849738
"2016-3","0610","September 30, 2016","HAMILTON",546,NA,NA,243,2.24691358024691,0.0411522633744856,7.58024691358025,NA,NA,NA,NA
"2016-3","2270","September 30, 2016","TORONTO",8759,NA,NA,2262,3.87223695844385,0.182581786030062,11.8037135278515,"3","2016",6178313.47,14.1770080824339
"2016-3","1700","September 30, 2016","SASKATOON",731,NA,NA,211,3.46445497630332,0.146919431279621,8.3175355450237,"3","2016",312715.281,23.3758963636958
"2016-3","0140","September 30, 2016","CALGARY",3171,NA,NA,1094,2.89853747714808,0.124314442413163,7.88208409506398,NA,NA,NA,NA
"2016-3","1490","September 30, 2016","REGINA",337,NA,NA,214,1.57476635514019,0.14018691588785,8.92990654205608,"3","2016",249063.156,13.5307046378229
"2016-3","2440","September 30, 2016","VICTORIA",698,644,54,291,2.39862542955326,0.161512027491409,8.67697594501718,"3","2016",388380.594,17.9720617039893
"2016-3","0340","September 30, 2016","EDMONTON",4396,NA,NA,1565,2.80894568690096,0.0964856230031949,7.70095846645367,NA,NA,NA,NA
"2016-3","1060","September 30, 2016","MONTRÉAL",5005,4971,34,1168,4.28510273972603,0.610445205479452,4.64297945205479,"3","2016",4170467.34,12.0010531002024
"2016-4","2680","December 31, 2016","WINNIPEG",2052,NA,NA,599,3.42570951585977,0.233722871452421,7.21202003338898,"4","2016",815756.563,25.1545631757302
"2016-4","2440","December 31, 2016","VICTORIA",460,392,68,336,1.36904761904762,0.0357142857142857,9.20238095238095,"4","2016",389897.656,11.7979678236383
"2016-4","2270","December 31, 2016","TORONTO",9388,NA,NA,2876,3.26425591098748,0.179068150208623,11.3758692628651,"4","2016",6203150.78,15.1342444073236
"2016-4","0610","December 31, 2016","HAMILTON",695,NA,NA,242,2.87190082644628,0.111570247933884,7.65289256198347,NA,NA,NA,NA
"2016-4","0140","December 31, 2016","CALGARY",3516,NA,NA,1189,2.95710681244743,0.138772077375946,7.80487804878049,NA,NA,NA,NA
"2016-4","1490","December 31, 2016","REGINA",525,NA,NA,299,1.75585284280936,0.107023411371237,8.92976588628763,"4","2016",250498.594,20.9582014659931
"2016-4","1700","December 31, 2016","SASKATOON",738,NA,NA,328,2.25,0.0609756097560976,8.13719512195122,"4","2016",314743.469,23.4476668362577
"2016-4","2410","December 31, 2016","VANCOUVER",4215,3808,407,1678,2.5119189511323,0.129320619785459,10.7580452920143,"4","2016",2611912.25,16.1376018662189
"2016-4","0340","December 31, 2016","EDMONTON",2987,NA,NA,1328,2.24924698795181,0.0572289156626506,7.76430722891566,NA,NA,NA,NA
"2016-4","1400","December 31, 2016","QUÉBEC",1411,1399,12,404,3.49257425742574,0.373762376237624,4.53712871287129,"4","2016",809322.875,17.4343274308168
"2016-4","1060","December 31, 2016","MONTRÉAL",5260,5231,29,1057,4.9763481551561,0.614947965941343,5.6717123935667,"4","2016",4184841.41,12.5691740371112
"2016-4","0580","December 31, 2016","HALIFAX",944,NA,NA,201,4.69651741293532,0.26865671641791,7.8955223880597,NA,NA,NA,NA
"2016-4","1265","December 31, 2016","OTTAWA",1260,NA,NA,642,1.96261682242991,0.0872274143302181,6.42523364485981,"4","2016",1018204,12.374730407659
"2017-1","0140","March 31, 2017","CALGARY",3067,NA,NA,1029,2.98056365403304,0.166180758017493,7.23517978620019,NA,NA,NA,NA
"2017-1","0580","March 31, 2017","HALIFAX",550,NA,NA,181,3.03867403314917,0.198895027624309,7.0939226519337,NA,NA,NA,NA
"2017-1","1265","March 31, 2017","OTTAWA",941,NA,NA,506,1.8596837944664,0.0395256916996047,7.17193675889328,"1","2017",1023487.084,9.19405837856181
"2017-1","1490","March 31, 2017","REGINA",177,NA,NA,135,1.31111111111111,0.0444444444444444,7.83703703703704,"1","2017",251884.719,7.02702413638677
"2017-1","1060","March 31, 2017","MONTRÉAL",2228,2210,18,741,3.00674763832659,0.456140350877193,4.81241565452092,"1","2017",4200394.03,5.30426427636838
"2017-1","2410","March 31, 2017","VANCOUVER",4737,4377,360,1443,3.28274428274428,0.208593208593209,11.1448371448371,"1","2017",2621459.75,18.070084806757
"2017-1","2680","March 31, 2017","WINNIPEG",910,NA,NA,440,2.06818181818182,0.0613636363636364,6.46818181818182,"1","2017",819587.313,11.1031489331998
"2017-1","1400","March 31, 2017","QUÉBEC",905,903,2,175,5.17142857142857,0.457142857142857,4.46285714285714,"1","2017",810829.875,11.1614042341496
"2017-1","2270","March 31, 2017","TORONTO",11641,NA,NA,3569,3.26169795460913,0.172317175679462,10.349677780891,"1","2017",6229746.66,18.6861531219955
"2017-1","0340","March 31, 2017","EDMONTON",2474,NA,NA,1163,2.12725709372313,0.0705073086844368,7.18830610490112,NA,NA,NA,NA
"2017-1","2440","March 31, 2017","VICTORIA",473,417,56,272,1.73897058823529,0.0625,7.85661764705882,"1","2017",391423.531,12.0840972128474
"2017-1","1700","March 31, 2017","SASKATOON",750,NA,NA,322,2.32919254658385,0.0745341614906832,6.98447204968944,"1","2017",316716.094,23.6805143220793
"2017-1","0610","March 31, 2017","HAMILTON",717,NA,NA,215,3.33488372093023,0.130232558139535,8.58604651162791,NA,NA,NA,NA
"2017-2","1400","June 30, 2017","QUÉBEC",1029,1026,3,282,3.64893617021277,0.450354609929078,4.72695035460993,"2","2017",812434.125,12.6656422759199
"2017-2","2410","June 30, 2017","VANCOUVER",6525,6114,411,1711,3.8135593220339,0.245470485096435,12.5014611338399,"2","2017",2631443.25,24.796278620107
"2017-2","0340","June 30, 2017","EDMONTON",2968,NA,NA,1736,1.70967741935484,0.0374423963133641,6.56566820276498,NA,NA,NA,NA
"2017-2","1700","June 30, 2017","SASKATOON",434,NA,NA,218,1.99082568807339,0.100917431192661,6.97706422018349,"2","2017",318633.156,13.6206791988716
"2017-2","0610","June 30, 2017","HAMILTON",567,NA,NA,306,1.85294117647059,0.042483660130719,7.72222222222222,NA,NA,NA,NA
"2017-2","2270","June 30, 2017","TORONTO",8005,NA,NA,3392,2.35996462264151,0.110554245283019,10.2659198113208,"2","2017",6258101.09,12.7914200887413
"2017-2","2440","June 30, 2017","VICTORIA",880,812,68,328,2.68292682926829,0.173780487804878,8.15243902439024,"2","2017",392958.219,22.3942383045053
"2017-2","1060","June 30, 2017","MONTRÉAL",4796,4760,36,1058,4.53308128544423,0.738185255198488,5.37996219281664,"2","2017",4217125.22,11.372676289655
"2017-2","2680","June 30, 2017","WINNIPEG",757,NA,NA,494,1.53238866396761,0.0506072874493927,6.56275303643725,"2","2017",823280.188,9.19492550694054
"2017-2","0140","June 30, 2017","CALGARY",2254,NA,NA,1109,2.03246167718665,0.0775473399458972,6.87376014427412,NA,NA,NA,NA
"2017-2","1265","June 30, 2017","OTTAWA",1472,NA,NA,684,2.15204678362573,0.097953216374269,6.23684210526316,"2","2017",1028986.524,14.3053379773903
"2017-2","1490","June 30, 2017","REGINA",414,NA,NA,221,1.87330316742081,0.16289592760181,8.19004524886878,"2","2017",253221.531,16.3493206270836
"2017-2","0580","June 30, 2017","HALIFAX",557,NA,NA,165,3.37575757575758,0.2,7.57575757575758,NA,NA,NA,NA
"2017-3","1265","September 30, 2017","OTTAWA",1601,NA,NA,668,2.39670658682635,0.103293413173653,7,"3","2017",1034630.203,15.4741278126017
"2017-3","2410","September 30, 2017","VANCOUVER",4795,4256,539,2080,2.30528846153846,0.111538461538462,12.5644230769231,"3","2017",2641543.84,18.1522635641739
"2017-3","2270","September 30, 2017","TORONTO",9360,NA,NA,3709,2.52359126449178,0.0997573469937989,11.6902129954166,"3","2017",6291881.44,14.8763133718553
"2017-3","1060","September 30, 2017","MONTRÉAL",7563,7512,51,1447,5.22667588113338,0.742916378714582,4.83828610919143,"3","2017",4238321.53,17.8443281059896
"2017-3","1700","September 30, 2017","SASKATOON",431,NA,NA,317,1.3596214511041,0.00946372239747634,8.36908517350158,"3","2017",320384.031,13.4526055700947
"2017-3","0140","September 30, 2017","CALGARY",2330,NA,NA,1339,1.74010455563854,0.0433159073935773,6.64600448095594,NA,NA,NA,NA
"2017-3","1490","September 30, 2017","REGINA",468,NA,NA,261,1.79310344827586,0.149425287356322,8.33716475095785,"3","2017",254472.156,18.3910101347198
"2017-3","2680","September 30, 2017","WINNIPEG",1090,NA,NA,607,1.79571663920923,0.057660626029654,6.73640856672158,"3","2017",826758,13.1840272486024
"2017-3","1400","September 30, 2017","QUÉBEC",2101,2096,5,489,4.29652351738241,0.574642126789366,4.01226993865031,"3","2017",814144.844,25.8062188256025
"2017-3","0340","September 30, 2017","EDMONTON",2710,NA,NA,1504,1.80186170212766,0.0359042553191489,6.51994680851064,NA,NA,NA,NA
"2017-3","0610","September 30, 2017","HAMILTON",527,NA,NA,301,1.75083056478405,0,9.22923588039867,NA,NA,NA,NA
"2017-3","0580","September 30, 2017","HALIFAX",574,NA,NA,162,3.54320987654321,0.179012345679012,7.97530864197531,NA,NA,NA,NA
"2017-3","2440","September 30, 2017","VICTORIA",572,505,67,331,1.72809667673716,0.0725075528700906,9.01510574018127,"3","2017",394452.969,14.5010950595735
"2017-4","1700","December 31, 2017","SASKATOON",438,NA,NA,354,1.23728813559322,0,7.90112994350283,"4","2017",322234.219,13.5925973771271
"2017-4","0140","December 31, 2017","CALGARY",3363,NA,NA,1424,2.36165730337079,0.0884831460674157,6.90870786516854,NA,NA,NA,NA
"2017-4","2440","December 31, 2017","VICTORIA",601,522,79,396,1.51767676767677,0.0883838383838384,9.49747474747475,"4","2017",396024.781,15.1758180001367
"2017-4","1060","December 31, 2017","MONTRÉAL",5971,5918,53,1164,5.12972508591065,0.618556701030928,5.13917525773196,"4","2017",4256095.22,14.029291384134
"2017-4","2270","December 31, 2017","TORONTO",8126,NA,NA,3249,2.50107725453986,0.0972606955986457,11.2049861495845,"4","2017",6322286.06,12.852945790308
"2017-4","0610","December 31, 2017","HAMILTON",697,NA,NA,157,4.43949044585987,0.24203821656051,8.4968152866242,NA,NA,NA,NA
"2017-4","0340","December 31, 2017","EDMONTON",2601,NA,NA,1522,1.70893561103811,0.0256241787122208,6.85085413929041,NA,NA,NA,NA
"2017-4","1490","December 31, 2017","REGINA",521,NA,NA,290,1.79655172413793,0.144827586206897,8.27586206896552,"4","2017",255725.094,20.3734405509692
"2017-4","0580","December 31, 2017","HALIFAX",699,NA,NA,206,3.39320388349515,0.150485436893204,7.73300970873786,NA,NA,NA,NA
"2017-4","1265","December 31, 2017","OTTAWA",1380,1378,2,701,1.96861626248217,0.109843081312411,7.28958630527817,"4","2017",1040346,13.2648176664302
"2017-4","2410","December 31, 2017","VANCOUVER",5749,5290,459,2121,2.71051390853371,0.155586987270156,13.3800094295144,"4","2017",2652526.91,21.6736726716186
"2017-4","2680","December 31, 2017","WINNIPEG",1580,NA,NA,641,2.46489859594384,0.110764430577223,7.03744149765991,"4","2017",830206,19.0314211171685
"2017-4","1400","December 31, 2017","QUÉBEC",982,978,4,329,2.98480243161094,0.379939209726444,4.07294832826748,"4","2017",815939.906,12.0352000530784
"2018-1","2410","March 31, 2018","VANCOUVER",6489,5913,576,2138,3.03507951356408,0.203928905519177,12.4583723105706,"1","2018",2664073.53,24.3574358099643
"2018-1","1400","March 31, 2018","QUÉBEC",489,487,2,221,2.21266968325792,0.316742081447964,4.6289592760181,"1","2018",817828.531,5.97924847892107
"2018-1","1490","March 31, 2018","REGINA",381,377,4,188,2.02659574468085,0.196808510638298,8.45212765957447,"1","2018",256943.469,14.8281644006293
"2018-1","1700","March 31, 2018","SASKATOON",360,355,5,276,1.30434782608696,0.0108695652173913,7.76449275362319,"1","2018",324073.094,11.1086050235321
"2018-1","2440","March 31, 2018","VICTORIA",559,509,50,271,2.06273062730627,0.0959409594095941,9.61992619926199,"1","2018",397624.906,14.0584755020351
"2018-1","0140","March 31, 2018","CALGARY",2157,NA,NA,1244,1.73392282958199,0.0401929260450161,6.56109324758842,NA,NA,NA,NA
"2018-1","0610","March 31, 2018","HAMILTON",426,NA,NA,167,2.55089820359281,0.0359281437125748,7.36526946107784,NA,NA,NA,NA
"2018-1","1060","March 31, 2018","MONTRÉAL",3543,3504,39,842,4.20783847980998,0.618764845605701,5.76840855106888,"1","2018",4273732.84,8.29017660355204
"2018-1","1265","March 31, 2018","OTTAWA",1467,NA,NA,513,2.85964912280702,0.171539961013645,6.94152046783626,"1","2018",1046277.515,14.0211366388773
"2018-1","0580","March 31, 2018","HALIFAX",581,580,1,197,2.9492385786802,0.131979695431472,7.16751269035533,NA,NA,NA,NA
"2018-1","0340","March 31, 2018","EDMONTON",2336,NA,NA,1547,1.51001939237233,0.0252100840336134,7.15837104072398,NA,NA,NA,NA
"2018-1","2680","March 31, 2018","WINNIPEG",1400,NA,NA,563,2.4866785079929,0.0817051509769094,7.15808170515098,"1","2018",833547,16.795693584165
"2018-1","2270","March 31, 2018","TORONTO",9618,NA,NA,2732,3.52049780380674,0.166910688140556,10.6153001464129,"1","2018",6352982.31,15.1393464213817
"2018-2","1400","June 30, 2018","QUÉBEC",1221,1217,4,307,3.9771986970684,0.42671009771987,6.32899022801303,"2","2018",819810.719,14.8936818182783
"2018-2","1060","June 30, 2018","MONTRÉAL",5492,5440,52,1147,4.78814298169137,0.768962510897995,5.3382737576286,"2","2018",4291234.41,12.7981822367984
"2018-2","1265","June 30, 2018","OTTAWA",1940,NA,NA,1055,1.83886255924171,0.0559241706161137,7.6085308056872,"2","2018",1052491.169,18.4324586955275
"2018-2","0340","June 30, 2018","EDMONTON",2333,2327,6,1342,1.73845007451565,0.0454545454545455,6.58047690014903,NA,NA,NA,NA
"2018-2","0610","June 30, 2018","HAMILTON",649,NA,NA,226,2.8716814159292,0.0265486725663717,8.55309734513274,NA,NA,NA,NA
"2018-2","1490","June 30, 2018","REGINA",723,711,12,234,3.08974358974359,0.341880341880342,8.73076923076923,"2","2018",258127.281,28.0094377161165
"2018-2","0580","June 30, 2018","HALIFAX",733,NA,NA,218,3.36238532110092,0.211009174311927,7.21100917431193,NA,NA,NA,NA
"2018-2","2270","June 30, 2018","TORONTO",10218,10217,1,3161,3.2325213540019,0.132552989560266,10.9123695033217,"2","2018",6383970.19,16.0057138362045
"2018-2","2440","June 30, 2018","VICTORIA",753,724,29,190,3.96315789473684,0.273684210526316,10.4842105263158,"2","2018",399253.344,18.8602052134597
"2018-2","2410","June 30, 2018","VANCOUVER",5417,4951,466,1785,3.03473389355742,0.151820728291317,11.1770308123249,"2","2018",2676183.72,20.2415101755421
"2018-2","1700","June 30, 2018","SASKATOON",451,446,5,270,1.67037037037037,0.0333333333333333,8.01851851851852,"2","2018",325900.656,13.8385729423018
"2018-2","2680","June 30, 2018","WINNIPEG",1013,NA,NA,570,1.77719298245614,0.056140350877193,7.10175438596491,"2","2018",836781,12.1059154067791
"2018-2","0140","June 30, 2018","CALGARY",2259,2257,2,1359,1.66225165562914,0.0338484179543782,5.91390728476821,NA,NA,NA,NA
"2018-3","2680","September 30, 2018","WINNIPEG",1278,1277,1,585,2.18461538461538,0.0957264957264957,7.36581196581197,"3","2018",840519.875,15.20487543498
"2018-3","2440","September 30, 2018","VICTORIA",693,632,61,334,2.0748502994012,0.134730538922156,9.37425149700599,"3","2018",401042.75,17.2799533216845
"2018-3","1400","September 30, 2018","QUÉBEC",2172,2167,5,389,5.58354755784062,0.511568123393316,3.99228791773779,"3","2018",822310.063,26.4133943840597
"2018-3","1700","September 30, 2018","SASKATOON",366,348,18,260,1.40769230769231,0.0192307692307692,8.43461538461538,"3","2018",327764.563,11.1665518886494
"2018-3","2410","September 30, 2018","VANCOUVER",6438,5886,552,2076,3.10115606936416,0.195568400770713,12.5476878612717,"3","2018",2692372.78,23.9119933458843
"2018-3","2270","September 30, 2018","TORONTO",8223,NA,NA,2547,3.22850412249706,0.140164899882214,11.0282685512367,"3","2018",6420887.5,12.8066408265213
"2018-3","0580","September 30, 2018","HALIFAX",398,NA,NA,226,1.76106194690265,0.0530973451327434,8.35840707964602,NA,NA,NA,NA
"2018-3","1060","September 30, 2018","MONTRÉAL",6501,6425,76,1354,4.801329394387,0.701624815361891,4.75036927621861,"3","2018",4313938.66,15.0697553033821
"2018-3","0340","September 30, 2018","EDMONTON",2759,2731,28,1684,1.63836104513064,0.0409738717339667,6.9833729216152,NA,NA,NA,NA
"2018-3","1265","September 30, 2018","OTTAWA",2070,NA,NA,844,2.45260663507109,0.125592417061611,7.04620853080569,"3","2018",1058897.197,19.5486399044647
"2018-3","0140","September 30, 2018","CALGARY",2484,2474,10,1294,1.91962905718702,0.0749613601236476,6.84080370942813,NA,NA,NA,NA
"2018-3","1490","September 30, 2018","REGINA",531,517,14,207,2.56521739130435,0.21256038647343,10.7729468599034,"3","2018",259506.531,20.4619127678139
"2018-3","0610","September 30, 2018","HAMILTON",498,NA,NA,258,1.93023255813953,0.0310077519379845,8.48837209302326,NA,NA,NA,NA
"2018-4","2270","December 31, 2018","TORONTO",9691,NA,NA,2600,3.72730769230769,0.205,11.4857692307692,"4","2018",6450203.5,15.0243321780468
"2018-4","0340","December 31, 2018","EDMONTON",2663,2620,43,1867,1.42635243706481,0.0187466523835029,7.35993572576326,NA,NA,NA,NA
"2018-4","1490","December 31, 2018","REGINA",415,401,14,186,2.23118279569892,0.268817204301075,9.46236559139785,"4","2018",260529.219,15.9291154210231
"2018-4","1700","December 31, 2018","SASKATOON",391,344,47,322,1.21428571428571,0.0186335403726708,7.82919254658385,"4","2018",329550.438,11.8646481665426
"2018-4","2680","December 31, 2018","WINNIPEG",1254,1242,12,625,2.0064,0.0832,7.7376,"4","2018",843295.125,14.870238933256
"2018-4","1400","December 31, 2018","QUÉBEC",1827,1822,5,302,6.04966887417219,0.417218543046358,4.00993377483444,"4","2018",824309.938,22.1639933692028
"2018-4","2410","December 31, 2018","VANCOUVER",6211,5641,570,1953,3.18023553507424,0.240143369175627,12.3312852022529,"4","2018",2704203.97,22.9679420225095
"2018-4","0140","December 31, 2018","CALGARY",2832,2818,14,1347,2.10244988864143,0.074981440237565,6.97475872308834,NA,NA,NA,NA
"2018-4","1265","December 31, 2018","OTTAWA",1368,1367,1,802,1.70573566084788,0.0423940149625935,6.82793017456359,"4","2018",1065389.86,12.8403700031461
"2018-4","0580","December 31, 2018","HALIFAX",534,NA,NA,193,2.76683937823834,0.160621761658031,7.76165803108808,NA,NA,NA,NA
"2018-4","0610","December 31, 2018","HAMILTON",931,NA,NA,214,4.35046728971963,0.149532710280374,8.07009345794392,NA,NA,NA,NA
"2018-4","2440","December 31, 2018","VICTORIA",663,616,47,267,2.48314606741573,0.179775280898876,10.5730337078652,"4","2018",402674.75,16.4649012633645
"2018-4","1060","December 31, 2018","MONTRÉAL",6114,6059,55,1119,5.46380697050938,0.74798927613941,5.5656836461126,"4","2018",4329032.59,14.1232477993426
"2019-1","0340","March 31, 2019","EDMONTON",3091,3070,21,1472,2.09986413043478,0.0679347826086956,7.55298913043478,NA,NA,NA,NA
"2019-1","1700","March 31, 2019","SASKATOON",347,321,26,216,1.60648148148148,0.0601851851851852,7.26851851851852,"1","2019",331305.938,10.4737030098145
"2019-1","0610","March 31, 2019","HAMILTON",815,NA,NA,236,3.45338983050847,0.152542372881356,8.89406779661017,NA,NA,NA,NA
"2019-1","1400","March 31, 2019","QUÉBEC",300,297,3,156,1.92307692307692,0.224358974358974,4.69230769230769,"1","2019",826233.938,3.63093291382083
"2019-1","2270","March 31, 2019","TORONTO",6871,6870,1,2164,3.17513863216266,0.144639556377079,12.3493530499076,"1","2019",6477556,10.6073957523486
"2019-1","1265","March 31, 2019","OTTAWA",1046,NA,NA,456,2.29385964912281,0.087719298245614,6.76535087719298,"1","2019",1071863.423,9.75870598394325
