"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr"
"2021-1","0140","T2K","March 31, 2021","CALGARY",2,NA,NA,2,1,0,27.5
"2021-1","2270","M6B","March 31, 2021","TORONTO",10,NA,NA,1,10,6,16
"2021-1","2410","V7C","March 31, 2021","VANCOUVER",6,5,1,6,1,0,21.1666666666667
"2021-1","0140","T0M","March 31, 2021","CALGARY",3,NA,NA,3,1,0,15
"2021-1","1265","K2J","March 31, 2021","OTTAWA",13,NA,NA,11,1.18181818181818,0,13.9090909090909
"2021-1","2270",NA,"March 31, 2021","TORONTO",1723,NA,NA,1238,1.39176090468498,0.00726978998384491,7.41195476575121
"2021-1","2270","M9A","March 31, 2021","TORONTO",5,NA,NA,5,1,0,33.2
"2021-1","0340","T0C","March 31, 2021","EDMONTON",7,NA,NA,5,1.4,0,15.6
"2021-1","1700","S0L","March 31, 2021","SASKATOON",2,NA,NA,2,1,0,32
"2021-1","0140","T4B","March 31, 2021","CALGARY",3,NA,NA,3,1,0,13.6666666666667
"2021-1","1060","H4L","March 31, 2021","MONTRÉAL",18,NA,NA,1,18,3,21
"2021-1","2410","V3C","March 31, 2021","VANCOUVER",2,1,1,2,1,0,28
"2021-1","2410","V6J","March 31, 2021","VANCOUVER",2,1,1,2,1,0,16
"2021-1","0340","T8R","March 31, 2021","EDMONTON",40,NA,NA,2,20,2,17.5
"2021-1","0610","L8R","March 31, 2021","HAMILTON",71,NA,NA,1,71,8,38
"2021-1","2270","L1W","March 31, 2021","TORONTO",2,NA,NA,2,1,0,20.5
"2021-1","2440","V8Y","March 31, 2021","VICTORIA",2,NA,NA,2,1,0,17
"2021-1","0140","T3H","March 31, 2021","CALGARY",5,NA,NA,3,1.66666666666667,0,20.6666666666667
"2021-1","1265","K2P","March 31, 2021","OTTAWA",4,NA,NA,1,4,0,16
"2021-1","1265",NA,"March 31, 2021","OTTAWA",1260,NA,NA,708,1.77966101694915,0.0395480225988701,7.8319209039548
"2021-1","1265","K1R","March 31, 2021","OTTAWA",1,NA,NA,1,1,0,15
"2021-1","1490",NA,"March 31, 2021","REGINA",108,107,1,68,1.58823529411765,0.264705882352941,6.88235294117647
"2021-1","2680","R4A","March 31, 2021","WINNIPEG",3,NA,NA,3,1,0,17.3333333333333
"2021-1","2270","L5E","March 31, 2021","TORONTO",3,NA,NA,3,1,0,19.3333333333333
"2021-1","2410","V4N","March 31, 2021","VANCOUVER",51,48,3,15,3.4,0,18.4666666666667
"2021-1","2410","V3A","March 31, 2021","VANCOUVER",32,31,1,7,4.57142857142857,0,17.2857142857143
"2021-1","2680","R3N","March 31, 2021","WINNIPEG",1,NA,NA,1,1,0,37
"2021-1","1060","H1P","March 31, 2021","MONTRÉAL",1,NA,NA,1,1,0,15
"2021-1","2270","L4T","March 31, 2021","TORONTO",2,NA,NA,2,1,0,15
"2021-1","2410","V3E","March 31, 2021","VANCOUVER",15,NA,NA,3,5,0,20.3333333333333
"2021-1","2270","M5M","March 31, 2021","TORONTO",6,NA,NA,6,1,0,18.5
"2021-1","2270","L0H","March 31, 2021","TORONTO",26,NA,NA,25,1.04,0,28.2
"2021-1","2270","M9M","March 31, 2021","TORONTO",39,NA,NA,17,2.29411764705882,0,91.2941176470588
"2021-1","2410","V3N","March 31, 2021","VANCOUVER",4,2,2,4,1,0,15.5
"2021-1","2270","L9T","March 31, 2021","TORONTO",37,NA,NA,4,9.25,0,22.25
"2021-1","0140","T1X","March 31, 2021","CALGARY",5,NA,NA,4,1.25,0,26.75
"2021-1","0340","T5B","March 31, 2021","EDMONTON",3,NA,NA,1,3,0,21
"2021-1","0580",NA,"March 31, 2021","HALIFAX",261,NA,NA,232,1.125,0.0172413793103448,6.97413793103448
"2021-1","0580","B3V","March 31, 2021","HALIFAX",1,NA,NA,1,1,0,16
"2021-1","2270","M1T","March 31, 2021","TORONTO",5,NA,NA,5,1,0,25.4
"2021-1","2270","M4C","March 31, 2021","TORONTO",2,NA,NA,2,1,0,17
"2021-1","2270","M5C","March 31, 2021","TORONTO",669,NA,NA,1,669,45,43
"2021-1","1060","H4W","March 31, 2021","MONTRÉAL",116,NA,NA,1,116,12,21
"2021-1","2270","M5V","March 31, 2021","TORONTO",992,NA,NA,3,330.666666666667,15.3333333333333,37
"2021-1","2270","L3Y","March 31, 2021","TORONTO",4,NA,NA,4,1,0,31.5
"2021-1","0140","T3M","March 31, 2021","CALGARY",13,NA,NA,2,6.5,1.5,14
"2021-1","0140","nan","March 31, 2021","CALGARY",16,NA,NA,3,5.33333333333333,0,10.3333333333333
"2021-1","2410","V7L","March 31, 2021","VANCOUVER",1,NA,NA,1,1,0,40
"2021-1","2270","M1S","March 31, 2021","TORONTO",368,NA,NA,6,61.3333333333333,5.83333333333333,26.3333333333333
"2021-1","2270","M5A","March 31, 2021","TORONTO",546,NA,NA,3,182,16.3333333333333,22.3333333333333
"2021-1","2270","L4B","March 31, 2021","TORONTO",233,NA,NA,3,77.6666666666667,6.33333333333333,20.6666666666667
"2021-1","2410","V6H","March 31, 2021","VANCOUVER",3,2,1,3,1,0,25.6666666666667
"2021-1","2410","V7J","March 31, 2021","VANCOUVER",69,NA,NA,1,69,5,25
"2021-1","1060",NA,"March 31, 2021","MONTRÉAL",2102,2058,44,871,2.41331802525832,0.411021814006889,4.70378874856487
"2021-1","2410","V4M","March 31, 2021","VANCOUVER",104,101,3,12,8.66666666666667,0.333333333333333,28
"2021-1","1700",NA,"March 31, 2021","SASKATOON",256,235,21,175,1.46285714285714,0.0342857142857143,6.04571428571429
"2021-1","2270","L1Y","March 31, 2021","TORONTO",1,NA,NA,1,1,0,25
"2021-1","2270","M1M","March 31, 2021","TORONTO",7,NA,NA,7,1,0,25.5714285714286
"2021-1","2410","V3R","March 31, 2021","VANCOUVER",6,4,2,6,1,0,18
"2021-1","2270","L4P","March 31, 2021","TORONTO",2,NA,NA,2,1,0,22
"2021-1","2270","M9W","March 31, 2021","TORONTO",2,NA,NA,2,1,0,84
"2021-1","1060","H9S","March 31, 2021","MONTRÉAL",1,NA,NA,1,1,0,22
"2021-1","1400","nan","March 31, 2021","QUÉBEC",6,NA,NA,1,6,0,12
"2021-1","2680","nan","March 31, 2021","WINNIPEG",1,NA,NA,1,1,0,106
"2021-1","0140","T2A","March 31, 2021","CALGARY",8,NA,NA,2,4,0,14
"2021-1","1265","K0A","March 31, 2021","OTTAWA",14,NA,NA,11,1.27272727272727,0,16
"2021-1","2410","V3S","March 31, 2021","VANCOUVER",81,64,17,46,1.76086956521739,0,20.5652173913043
"2021-1","2270","L3X","March 31, 2021","TORONTO",2,NA,NA,2,1,0,14
"2021-1","0140","T2T","March 31, 2021","CALGARY",7,NA,NA,4,1.75,0,18.75
"2021-1","1060","H9W","March 31, 2021","MONTRÉAL",2,NA,NA,2,1,0,18
"2021-1","0580","B4E","March 31, 2021","HALIFAX",3,NA,NA,1,3,0,18
"2021-1","1060","H2G","March 31, 2021","MONTRÉAL",51,NA,NA,1,51,4,15
"2021-1","2270","L5G","March 31, 2021","TORONTO",128,NA,NA,8,16,1.125,19.375
"2021-1","2410","V6R","March 31, 2021","VANCOUVER",8,6,2,8,1,0,25.875
"2021-1","2410","V7H","March 31, 2021","VANCOUVER",4,2,2,4,1,0,15.5
"2021-1","1265","K2A","March 31, 2021","OTTAWA",1,NA,NA,1,1,0,19
"2021-1","1700","S7L","March 31, 2021","SASKATOON",1,NA,NA,1,1,0,30
"2021-1","2270","M9C","March 31, 2021","TORONTO",1,NA,NA,1,1,0,13
"2021-1","2410","V0N","March 31, 2021","VANCOUVER",7,NA,NA,4,1.75,0,19.75
"2021-1","2410","V3H","March 31, 2021","VANCOUVER",183,181,2,6,30.5,2,19.3333333333333
"2021-1","2270","L6J","March 31, 2021","TORONTO",19,NA,NA,1,19,2,20
"2021-1","1060","H1Z","March 31, 2021","MONTRÉAL",71,NA,NA,1,71,7,22
"2021-1","1265","K1Z","March 31, 2021","OTTAWA",1,NA,NA,1,1,0,14
"2021-1","2270","M1W","March 31, 2021","TORONTO",1,NA,NA,1,1,0,41
"2021-1","0340",NA,"March 31, 2021","EDMONTON",1664,1550,114,1184,1.40540540540541,0.0219594594594595,5.84206081081081
"2021-1","1700","S7K","March 31, 2021","SASKATOON",11,8,3,8,1.375,0,15.875
"2021-1","0140","T2M","March 31, 2021","CALGARY",3,NA,NA,2,1.5,0,24.5
"2021-1","2410","V6N","March 31, 2021","VANCOUVER",10,NA,NA,10,1,0,18.2
"2021-1","2410","V4K","March 31, 2021","VANCOUVER",3,NA,NA,3,1,0,22
"2021-1","2410","V7S","March 31, 2021","VANCOUVER",3,NA,NA,3,1,0,30.6666666666667
"2021-1","0340","T8A","March 31, 2021","EDMONTON",62,NA,NA,1,62,4,34
"2021-1","0340","T9E","March 31, 2021","EDMONTON",4,NA,NA,1,4,0,13
"2021-1","1400","G7A","March 31, 2021","QUÉBEC",1,NA,NA,1,1,0,16
"2021-1","2270","L6E","March 31, 2021","TORONTO",13,NA,NA,2,6.5,0,20
"2021-1","2680","R2E","March 31, 2021","WINNIPEG",4,NA,NA,4,1,0,16.25
"2021-1","2270","M3H","March 31, 2021","TORONTO",538,NA,NA,5,107.6,5,53
"2021-1","2410","V6V","March 31, 2021","VANCOUVER",58,56,2,12,4.83333333333333,0,21.3333333333333
"2021-1","2680","R3R","March 31, 2021","WINNIPEG",68,NA,NA,1,68,4,32
"2021-1","2270","L0J","March 31, 2021","TORONTO",12,NA,NA,12,1,0,22.3333333333333
"2021-1","2680","R3C","March 31, 2021","WINNIPEG",111,NA,NA,2,55.5,5,17
"2021-1","2410","V3M","March 31, 2021","VANCOUVER",8,7,1,3,2.66666666666667,0,14.3333333333333
"2021-1","0610","L8J","March 31, 2021","HAMILTON",6,NA,NA,6,1,0,25.5
"2021-1","1265","K2T","March 31, 2021","OTTAWA",79,NA,NA,2,39.5,2,19
"2021-1","1400","G1V","March 31, 2021","QUÉBEC",234,NA,NA,2,117,10,18
"2021-1","2270","M2L","March 31, 2021","TORONTO",1,NA,NA,1,1,0,29
"2021-1","2410","V3X","March 31, 2021","VANCOUVER",17,9,8,17,1,0,17.2941176470588
"2021-1","2680","R5A","March 31, 2021","WINNIPEG",1,NA,NA,1,1,0,19
"2021-1","0340","T7Z","March 31, 2021","EDMONTON",84,NA,NA,2,42,3,19
"2021-1","1700","S7S","March 31, 2021","SASKATOON",3,NA,NA,3,1,0,40.3333333333333
"2021-2","0340","T6X","June 30, 2021","EDMONTON",2,NA,NA,1,2,0,21
"2021-2","1490","S4T","June 30, 2021","REGINA",1,NA,NA,1,1,0,18
"2021-2","0340","T6G","June 30, 2021","EDMONTON",8,5,3,8,1,0,22
"2021-2","2680","R2E","June 30, 2021","WINNIPEG",1,NA,NA,1,1,0,19
"2021-2","2270","M1T","June 30, 2021","TORONTO",276,NA,NA,2,138,9,31.5
"2021-2","0340","T8L","June 30, 2021","EDMONTON",1,NA,NA,1,1,0,16
"2021-2","2270","L3T","June 30, 2021","TORONTO",8,NA,NA,8,1,0,28.375
"2021-2","2410","V5J","June 30, 2021","VANCOUVER",4,2,2,4,1,0,43.5
"2021-2","1060","J3E","June 30, 2021","MONTRÉAL",1,NA,NA,1,1,0,19
"2021-2","1265","K2G","June 30, 2021","OTTAWA",17,NA,NA,3,5.66666666666667,0,28.3333333333333
"2021-2","2410","V4N","June 30, 2021","VANCOUVER",56,54,2,13,4.30769230769231,0,27.3846153846154
"2021-2","0140","T2V","June 30, 2021","CALGARY",1,NA,NA,1,1,0,21
"2021-2","1400","G2J","June 30, 2021","QUÉBEC",391,NA,NA,1,391,14,19
"2021-2","1700","nan","June 30, 2021","SASKATOON",47,NA,NA,1,47,4,13
"2021-2","0580","B3K","June 30, 2021","HALIFAX",79,NA,NA,2,39.5,6,28
"2021-2","2270","M1E","June 30, 2021","TORONTO",171,NA,NA,12,14.25,0.75,21.6666666666667
"2021-2","2270","M3H","June 30, 2021","TORONTO",2,NA,NA,2,1,0,43
"2021-2","2270","M6L","June 30, 2021","TORONTO",1,NA,NA,1,1,0,31
"2021-2","0580",NA,"June 30, 2021","HALIFAX",317,NA,NA,292,1.08561643835616,0.00684931506849315,7.08219178082192
"2021-2","1060","H1Y","June 30, 2021","MONTRÉAL",151,NA,NA,1,151,10,25
"2021-2","2270","nan","June 30, 2021","TORONTO",1,NA,NA,1,1,0,11
"2021-2","2440","V9B","June 30, 2021","VICTORIA",326,NA,NA,10,32.6,2.2,22.7
"2021-2","1060","J3L","June 30, 2021","MONTRÉAL",1,NA,NA,1,1,0,17
"2021-2","2270","L5T","June 30, 2021","TORONTO",1,NA,NA,1,1,0,28
"2021-2","0340",NA,"June 30, 2021","EDMONTON",2697,2545,152,1500,1.798,0.0873333333333333,5.77133333333333
"2021-2","1060","H3G","June 30, 2021","MONTRÉAL",17,NA,NA,1,17,3,28
"2021-2","1060","H3L","June 30, 2021","MONTRÉAL",92,NA,NA,1,92,6,25
"2021-2","2410","V6B","June 30, 2021","VANCOUVER",94,93,1,2,47,27,33
"2021-2","2270","M4R","June 30, 2021","TORONTO",390,NA,NA,3,130,10.3333333333333,26.6666666666667
"2021-2","2680","R2J","June 30, 2021","WINNIPEG",60,NA,NA,1,60,4,23
"2021-2","2270","L5K","June 30, 2021","TORONTO",1,NA,NA,1,1,0,28
"2021-2","2410","V7E","June 30, 2021","VANCOUVER",3,2,1,3,1,0,29.6666666666667
"2021-2","2270","M5S","June 30, 2021","TORONTO",166,NA,NA,1,166,19,24
"2021-2","0340","T5N","June 30, 2021","EDMONTON",2,NA,NA,2,1,0,18
"2021-2","2270",NA,"June 30, 2021","TORONTO",3574,NA,NA,1423,2.51159522136332,0.0604356992269852,7.83555867884751
"2021-2","2270","L3R","June 30, 2021","TORONTO",10,NA,NA,1,10,0,42
"2021-2","2270","M1V","June 30, 2021","TORONTO",186,NA,NA,1,186,12,24
"2021-2","2270","M9B","June 30, 2021","TORONTO",469,NA,NA,3,156.333333333333,14.3333333333333,27.3333333333333
"2021-2","2410","V5N","June 30, 2021","VANCOUVER",3,2,1,3,1,0,24.6666666666667
"2021-2","2440","V9Z","June 30, 2021","VICTORIA",1,NA,NA,1,1,0,18
"2021-2","0340","T6T","June 30, 2021","EDMONTON",12,11,1,5,2.4,0,21.8
"2021-2","1265","K2H","June 30, 2021","OTTAWA",32,NA,NA,2,16,3,33
"2021-2","1700","S7S","June 30, 2021","SASKATOON",4,NA,NA,1,4,0,40
"2021-2","2270","M8V","June 30, 2021","TORONTO",492,NA,NA,4,123,13.5,23.75
"2021-2","2410","V6S","June 30, 2021","VANCOUVER",8,NA,NA,2,4,0,20.5
"2021-2","2410","V3H","June 30, 2021","VANCOUVER",105,NA,NA,2,52.5,3,34
"2021-2","2410","V7T","June 30, 2021","VANCOUVER",1,NA,NA,1,1,0,37
"2021-2","2440","V8S","June 30, 2021","VICTORIA",12,11,1,11,1.09090909090909,0,25
"2021-2","0140","T3E","June 30, 2021","CALGARY",6,NA,NA,2,3,0,20.5
"2021-2","1265","K1Y","June 30, 2021","OTTAWA",8,NA,NA,3,2.66666666666667,2,19.6666666666667
"2021-2","2270","L6E","June 30, 2021","TORONTO",4,NA,NA,1,4,0,26
"2021-2","2270","L0H","June 30, 2021","TORONTO",5,NA,NA,5,1,0,19.6
"2021-2","1060","H7X","June 30, 2021","MONTRÉAL",1,NA,NA,1,1,0,16
"2021-2","2270","L6L","June 30, 2021","TORONTO",2,NA,NA,2,1,0,17
"2021-2","2410","V6N","June 30, 2021","VANCOUVER",6,5,1,6,1,0,24.8333333333333
"2021-2","1265","K4M","June 30, 2021","OTTAWA",1,NA,NA,1,1,0,19
"2021-2","2410","V5H","June 30, 2021","VANCOUVER",334,NA,NA,1,334,41,28
"2021-2","2410","V4C","June 30, 2021","VANCOUVER",1,NA,NA,1,1,0,25
"2021-2","0580","B3M","June 30, 2021","HALIFAX",24,NA,NA,4,6,0.75,19.75
"2021-2","2410","V5Y","June 30, 2021","VANCOUVER",372,371,1,7,53.1428571428571,4.85714285714286,21.2857142857143
"2021-2","1060","H7P","June 30, 2021","MONTRÉAL",99,NA,NA,1,99,15,22
"2021-2","1265","K1W","June 30, 2021","OTTAWA",12,NA,NA,1,12,3,30
"2021-2","2270","M3J","June 30, 2021","TORONTO",184,NA,NA,1,184,14,26
"2021-2","2440","V8N","June 30, 2021","VICTORIA",5,3,2,5,1,0,32.6
"2021-2","2440","V9E","June 30, 2021","VICTORIA",2,1,1,2,1,0,43
"2021-2","0580","B3J","June 30, 2021","HALIFAX",141,NA,NA,1,141,5,28
"2021-2","2270","L9T","June 30, 2021","TORONTO",27,NA,NA,8,3.375,0,36.875
"2021-2","2270","M1B","June 30, 2021","TORONTO",185,NA,NA,4,46.25,4.5,34
"2021-2","2410","V4A","June 30, 2021","VANCOUVER",13,7,6,13,1,0,22.6153846153846
"2021-2","0580","B3H","June 30, 2021","HALIFAX",1,NA,NA,1,1,0,28
"2021-2","2270","M6B","June 30, 2021","TORONTO",2,NA,NA,2,1,0,22
"2021-2","2270","L4E","June 30, 2021","TORONTO",12,NA,NA,7,1.71428571428571,0,33.8571428571429
"2021-2","2270","M2K","June 30, 2021","TORONTO",4,NA,NA,4,1,0,28
"2021-2","2410","V4K","June 30, 2021","VANCOUVER",124,123,1,11,11.2727272727273,0.272727272727273,25
"2021-2","0340","T5R","June 30, 2021","EDMONTON",1,NA,NA,1,1,0,16
"2021-2","2680","R3X","June 30, 2021","WINNIPEG",1,NA,NA,1,1,0,18
"2021-2","2410","V3R","June 30, 2021","VANCOUVER",3,2,1,3,1,0,22.6666666666667
"2021-2","2440","V9A","June 30, 2021","VICTORIA",73,NA,NA,2,36.5,6,26.5
"2021-2","2270","L5A","June 30, 2021","TORONTO",8,NA,NA,1,8,0,68
"2021-2","2410","V5G","June 30, 2021","VANCOUVER",4,2,2,4,1,0,26
"2021-2","0340","T6M","June 30, 2021","EDMONTON",8,7,1,3,2.66666666666667,0,21
"2021-2","2410","V3C","June 30, 2021","VANCOUVER",35,34,1,4,8.75,1,20.25
"2021-2","0340","T5E","June 30, 2021","EDMONTON",85,NA,NA,1,85,4,19
"2021-2","0340","T6A","June 30, 2021","EDMONTON",6,3,3,4,1.5,0,17.5
"2021-2","2410","V2Z","June 30, 2021","VANCOUVER",5,3,2,5,1,0,21
"2021-2","2410","V6M","June 30, 2021","VANCOUVER",2,NA,NA,2,1,0,19
"2021-2","2410","V7L","June 30, 2021","VANCOUVER",173,156,17,9,19.2222222222222,1.11111111111111,21
"2021-2","2270","M3M","June 30, 2021","TORONTO",1,NA,NA,1,1,0,40
"2021-2","0140","T2E","June 30, 2021","CALGARY",111,110,1,6,18.5,0.833333333333333,18
"2021-2","0610","L7N","June 30, 2021","HAMILTON",2,NA,NA,2,1,0,34
"2021-2","2410","V5T","June 30, 2021","VANCOUVER",86,NA,NA,2,43,5.5,22
"2021-2","0140","T2S","June 30, 2021","CALGARY",2,NA,NA,2,1,0,17.5
"2021-2","1700","S0K","June 30, 2021","SASKATOON",4,NA,NA,4,1,0,29.5
"2021-2","2270","M2P","June 30, 2021","TORONTO",1,NA,NA,1,1,0,40
"2021-2","2410","V5Z","June 30, 2021","VANCOUVER",5,NA,NA,2,2.5,0,23
"2021-2","0580","B0J","June 30, 2021","HALIFAX",1,NA,NA,1,1,0,25
"2021-2","1490","S4P","June 30, 2021","REGINA",2,NA,NA,2,1,0,34
"2021-2","1700","S7M","June 30, 2021","SASKATOON",2,1,1,2,1,0,19
"2021-2","2270","M1J","June 30, 2021","TORONTO",2,NA,NA,2,1,0,33
"2021-2","1400","G6J","June 30, 2021","QUÉBEC",1,NA,NA,1,1,0,17
"2021-2","2270","M1S","June 30, 2021","TORONTO",1,NA,NA,1,1,0,35
"2021-2","0140","T3C","June 30, 2021","CALGARY",1,NA,NA,1,1,0,18
"2021-2","0340","T8T","June 30, 2021","EDMONTON",3,NA,NA,3,1,0,20.3333333333333
"2021-2","1060","H3H","June 30, 2021","MONTRÉAL",239,NA,NA,1,239,25,21
"2021-2","2270","L6C","June 30, 2021","TORONTO",15,NA,NA,5,3,0,27.8
"2021-2","2270","M2M","June 30, 2021","TORONTO",7,NA,NA,7,1,0,22.5714285714286
"2021-2","2270","M4W","June 30, 2021","TORONTO",38,NA,NA,1,38,7,31
"2021-2","0140","T4B","June 30, 2021","CALGARY",9,NA,NA,5,1.8,0,27.4
"2021-2","1265","K2K","June 30, 2021","OTTAWA",1,NA,NA,1,1,0,29
"2021-2","1400",NA,"June 30, 2021","QUÉBEC",1274,1268,6,449,2.83741648106904,0.291759465478842,3.69933184855234
"2021-2","1700","S7J","June 30, 2021","SASKATOON",39,NA,NA,1,39,4,24
"2021-2","2270","L7E","June 30, 2021","TORONTO",3,NA,NA,3,1,0,26.6666666666667
"2021-2","2410","V5M","June 30, 2021","VANCOUVER",5,4,1,4,1.25,0,18.25
"2021-2","2270","L5E","June 30, 2021","TORONTO",5,NA,NA,5,1,0,29
"2021-2","2410","V6R","June 30, 2021","VANCOUVER",4,3,1,4,1,0,38.25
"2021-2","1700","S7K","June 30, 2021","SASKATOON",124,NA,NA,2,62,5,18.5
"2021-2","2270","L7G","June 30, 2021","TORONTO",19,NA,NA,14,1.35714285714286,0,40.5
"2021-2","2410","V6V","June 30, 2021","VANCOUVER",41,NA,NA,7,5.85714285714286,0,19.7142857142857
"2021-2","2680","R2V","June 30, 2021","WINNIPEG",2,NA,NA,2,1,0,19
"2021-2","2270","M6J","June 30, 2021","TORONTO",1,NA,NA,1,1,0,28
"2021-2","2680","R0E","June 30, 2021","WINNIPEG",1,NA,NA,1,1,0,18
"2021-2","2680","R3M","June 30, 2021","WINNIPEG",2,NA,NA,1,2,0,101
"2021-2","0340","T7Z","June 30, 2021","EDMONTON",1,NA,NA,1,1,0,21
"2021-2","0340","T8B","June 30, 2021","EDMONTON",4,NA,NA,4,1,0,19.75
"2021-2","1060","H7R","June 30, 2021","MONTRÉAL",1,NA,NA,1,1,0,19
"2021-2","2410","V4B","June 30, 2021","VANCOUVER",28,27,1,4,7,2.5,29
"2021-2","2410","V6H","June 30, 2021","VANCOUVER",3,NA,NA,3,1,0,43.3333333333333
"2021-2","1060","nan","June 30, 2021","MONTRÉAL",1,NA,NA,1,1,0,5
"2021-2","0340","T5G","June 30, 2021","EDMONTON",5,NA,NA,2,2.5,0,20
"2021-2","0610","L7L","June 30, 2021","HAMILTON",1,NA,NA,1,1,0,37
"2021-2","2410","V3A","June 30, 2021","VANCOUVER",18,NA,NA,3,6,0,16.6666666666667
"2021-2","2270","L5L","June 30, 2021","TORONTO",144,NA,NA,7,20.5714285714286,0,24
"2021-2","2410","V7A","June 30, 2021","VANCOUVER",12,9,3,12,1,0,27.6666666666667
"2021-2","2270","M4L","June 30, 2021","TORONTO",35,NA,NA,1,35,5,23
"2021-2","1060","H2G","June 30, 2021","MONTRÉAL",1,NA,NA,1,1,0,18
"2021-2","0610","L7R","June 30, 2021","HAMILTON",3,NA,NA,3,1,0,44
"2021-2","2270","M4J","June 30, 2021","TORONTO",2,NA,NA,2,1,0,19
"2021-2","2270","M6K","June 30, 2021","TORONTO",432,NA,NA,1,432,35,35
"2021-2","2440","V8W","June 30, 2021","VICTORIA",257,NA,NA,2,128.5,20,29
"2021-2","0140","T2R","June 30, 2021","CALGARY",137,NA,NA,1,137,14,24
"2021-2","1265",NA,"June 30, 2021","OTTAWA",1602,NA,NA,890,1.8,0.0269662921348315,8.05842696629214
"2021-2","2410","V7S","June 30, 2021","VANCOUVER",11,NA,NA,11,1,0,31.9090909090909
"2021-2","0610","L8P","June 30, 2021","HAMILTON",1,NA,NA,1,1,0,19
"2021-2","1700","S7N","June 30, 2021","SASKATOON",45,NA,NA,1,45,7,24
"2021-2","2410","V5A","June 30, 2021","VANCOUVER",3,2,1,3,1,0,25.6666666666667
"2021-2","2410","V6X","June 30, 2021","VANCOUVER",132,131,1,3,44,1.66666666666667,26
"2021-2","1060","H3K","June 30, 2021","MONTRÉAL",331,NA,NA,2,165.5,8.5,31
"2021-2","1060","J3X","June 30, 2021","MONTRÉAL",8,NA,NA,1,8,0,19
"2021-2","2410","V5V","June 30, 2021","VANCOUVER",21,19,2,5,4.2,0.8,17.6
"2021-2","2410","V4P","June 30, 2021","VANCOUVER",5,3,2,5,1,0,25.8
"2021-2","2440","V9C","June 30, 2021","VICTORIA",3,NA,NA,3,1,0,20.3333333333333
"2021-2","1400","G0A","June 30, 2021","QUÉBEC",6,NA,NA,1,6,3,33
"2021-2","2270","M8Z","June 30, 2021","TORONTO",382,NA,NA,5,76.4,7.4,24
"2021-2","2410","V5C","June 30, 2021","VANCOUVER",27,24,3,7,3.85714285714286,0.714285714285714,26.2857142857143
"2021-2","1060","J7J","June 30, 2021","MONTRÉAL",11,NA,NA,3,3.66666666666667,0,16
"2021-2","2270","L5B","June 30, 2021","TORONTO",505,NA,NA,3,168.333333333333,14.3333333333333,40.3333333333333
"2021-2","2410","V5B","June 30, 2021","VANCOUVER",6,3,3,6,1,0,24.3333333333333
"2021-2","0340","T6E","June 30, 2021","EDMONTON",3,NA,NA,2,1.5,0,21
"2021-2","1060","J4Z","June 30, 2021","MONTRÉAL",406,NA,NA,1,406,21,20
"2021-2","2270","L5M","June 30, 2021","TORONTO",3,NA,NA,3,1,0,24
"2021-2","2410","V5R","June 30, 2021","VANCOUVER",256,NA,NA,1,256,30,27
"2021-2","2270","L4G","June 30, 2021","TORONTO",110,NA,NA,1,110,6,25
"2021-2","2270","L7B","June 30, 2021","TORONTO",5,NA,NA,5,1,0,20.8
"2021-2","0140","T2M","June 30, 2021","CALGARY",2,NA,NA,2,1,0,40.5
"2021-2","1265","K2V","June 30, 2021","OTTAWA",3,NA,NA,3,1,0,28.3333333333333
"2021-2","1490",NA,"June 30, 2021","REGINA",147,145,2,92,1.59782608695652,0.141304347826087,5.96739130434783
"2021-2","2410","V5X","June 30, 2021","VANCOUVER",481,NA,NA,10,48.1,7.4,24
"2021-2","1490","S4V","June 30, 2021","REGINA",2,NA,NA,2,1,0,27.5
"2021-2","2410","V1M","June 30, 2021","VANCOUVER",3,2,1,3,1,0,27.3333333333333
"2021-2","2440","V8Y","June 30, 2021","VICTORIA",4,3,1,4,1,0,27.75
"2021-2","2270","M1M","June 30, 2021","TORONTO",2,NA,NA,2,1,0,18
"2021-2","0140","T1X","June 30, 2021","CALGARY",1,NA,NA,1,1,0,23
"2021-2","2410","V3J","June 30, 2021","VANCOUVER",670,NA,NA,3,223.333333333333,30.6666666666667,29.3333333333333
"2021-2","2410","V3Y","June 30, 2021","VANCOUVER",1,NA,NA,1,1,0,43
"2021-2","2680","R3E","June 30, 2021","WINNIPEG",1,NA,NA,1,1,0,16
"2021-2","0340","T5H","June 30, 2021","EDMONTON",199,NA,NA,1,199,24,34
"2021-2","2270","M2H","June 30, 2021","TORONTO",1,NA,NA,1,1,0,21
"2021-2","0340","T5V","June 30, 2021","EDMONTON",1,NA,NA,1,1,0,27
"2021-2","1060",NA,"June 30, 2021","MONTRÉAL",4811,4721,90,1166,4.12607204116638,0.551457975986278,4.84219554030875
"2021-2","1060","J4M","June 30, 2021","MONTRÉAL",78,NA,NA,1,78,6,18
"2021-2","2270","M3B","June 30, 2021","TORONTO",1,NA,NA,1,1,0,22
"2021-2","2410","V3X","June 30, 2021","VANCOUVER",8,5,3,8,1,0,21.125
"2021-2","2410","V4R","June 30, 2021","VANCOUVER",5,NA,NA,2,2.5,0,24
"2021-2","1265","K1M","June 30, 2021","OTTAWA",1,NA,NA,1,1,0,16
