"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time"
"5311","2013","2270","M2N","March 31, 2013","TORONTO",222,NA,NA,71,3.12676056338028,0.0985915492957746,14.7464788732394,0.714285714285714
"5312","2013","2270","M2P","March 31, 2013","TORONTO",36,NA,NA,36,1,0,18.4722222222222,2.02777777777778
"5313","2013","2270","M2R","March 31, 2013","TORONTO",15,NA,NA,15,1,0,14.8666666666667,1.33333333333333
"5314","2013","2270","M3A","December 31, 2013","TORONTO",3,NA,NA,3,1,0,14.3333333333333,1.66666666666667
"5315","2013","2270","M3B","March 31, 2013","TORONTO",17,NA,NA,17,1,0,16.6470588235294,0.705882352941177
"5316","2013","2270","M3C","March 31, 2013","TORONTO",114,NA,NA,9,12.6666666666667,1.44444444444444,20.75,0.222222222222222
"5317","2013","2270","M3H","March 31, 2013","TORONTO",877,NA,NA,31,28.2903225806452,1.16129032258065,16.6129032258065,0.75
"5318","2013","2270","M3J","December 31, 2013","TORONTO",47,NA,NA,7,6.71428571428571,0,13.4285714285714,4.42857142857143
"5319","2013","2270","M3K","March 31, 2013","TORONTO",2,NA,NA,2,1,0,16.5,1
"5320","2013","2270","M3L","March 31, 2013","TORONTO",68,NA,NA,11,6.18181818181818,0,21.7777777777778,0.3
"5321","2013","2270","M4A","March 31, 2013","TORONTO",52,NA,NA,11,4.72727272727273,0,10.8181818181818,-0.181818181818182
"5322","2013","2270","M4B","March 31, 2013","TORONTO",14,NA,NA,14,1,0,11.2307692307692,2.4
"5323","2013","2270","M4C","March 31, 2013","TORONTO",14,NA,NA,14,1,0,10.5714285714286,2.75
"5324","2013","2270","M4E","March 31, 2013","TORONTO",17,NA,NA,16,1.0625,0,13.0625,1.14285714285714
"5325","2013","2270","M4G","March 31, 2013","TORONTO",22,NA,NA,14,1.57142857142857,0,19.5714285714286,3
"5326","2013","2270","M4H","June 30, 2013","TORONTO",363,NA,NA,2,181.5,14,26,NA
"5327","2013","2270","M4J","March 31, 2013","TORONTO",16,NA,NA,16,1,0,11.0666666666667,3.8
"5328","2013","2270","M4K","September 30, 2013","TORONTO",11,NA,NA,4,2.75,1,29.3333333333333,0
"5329","2013","2270","M4L","March 31, 2013","TORONTO",13,NA,NA,11,1.18181818181818,0,11.4545454545455,1.81818181818182
"5330","2013","2270","M4M","December 31, 2013","TORONTO",213,NA,NA,6,35.5,3.33333333333333,14,3.2
"5331","2013","2270","M4N","March 31, 2013","TORONTO",34,NA,NA,32,1.0625,0,15.9354838709677,2.21875
"5332","2013","2270","M4P","March 31, 2013","TORONTO",6,NA,NA,6,1,0,12.5,2.66666666666667
"5333","2013","2270","M4R","December 31, 2013","TORONTO",3,NA,NA,3,1,0,13,1.33333333333333
"5334","2013","2270","M4S","March 31, 2013","TORONTO",14,NA,NA,14,1,0,11.2142857142857,0.428571428571429
"5335","2013","2270","M4T","December 31, 2013","TORONTO",2,NA,NA,2,1,0,15.5,5
"5336","2013","2270","M4V","March 31, 2013","TORONTO",11,NA,NA,8,1.375,0,15,1.125
"5337","2013","2270","M4W","March 31, 2013","TORONTO",4,NA,NA,4,1,0,9.25,2
"5338","2013","2270","M5A","March 31, 2013","TORONTO",606,NA,NA,9,67.3333333333333,5,17.75,7.28571428571429
"5339","2013","2270","M5G","December 31, 2013","TORONTO",463,NA,NA,1,463,29,27,4
"5340","2013","2270","M5J","March 31, 2013","TORONTO",1,NA,NA,1,1,0,10,0
"5341","2013","2270","M5M","March 31, 2013","TORONTO",81,NA,NA,81,1,0,13.0617283950617,1.64102564102564
"5342","2013","2270","M5N","March 31, 2013","TORONTO",30,NA,NA,22,1.36363636363636,0,13.9545454545455,1.5
"5343","2013","2270","M5P","March 31, 2013","TORONTO",29,NA,NA,29,1,0,18,8.75
"5344","2013","2270","M5R","December 31, 2013","TORONTO",11,NA,NA,7,1.57142857142857,0.428571428571429,15.4285714285714,1.66666666666667
"5345","2013","2270","M5S","September 30, 2013","TORONTO",57,NA,NA,2,28.5,8,23.5,0
"5346","2013","2270","M5T","September 30, 2013","TORONTO",10,NA,NA,3,3.33333333333333,1.33333333333333,14.6666666666667,1.66666666666667
"5347","2013","2270","M5V","December 31, 2013","TORONTO",1269,NA,NA,5,253.8,22.8,23.8,13
"5348","2013","2270","M6A","March 31, 2013","TORONTO",19,NA,NA,9,2.11111111111111,0,15,0.333333333333333
"5349","2013","2270","M6B","March 31, 2013","TORONTO",21,NA,NA,20,1.05,0,15,3.55
"5350","2013","2270","M6C","March 31, 2013","TORONTO",14,NA,NA,13,1.07692307692308,0,13.6923076923077,0.307692307692308
"5351","2013","2270","M6E","March 31, 2013","TORONTO",198,NA,NA,11,18,1.90909090909091,14.4545454545455,0.727272727272727
"5352","2013","2270","M6G","March 31, 2013","TORONTO",159,NA,NA,5,31.8,3.8,14.4,1.25
"5353","2013","2270","M6H","March 31, 2013","TORONTO",63,NA,NA,5,12.6,2.6,14.2,6.75
"5354","2013","2270","M6J","March 31, 2013","TORONTO",1111,NA,NA,12,92.5833333333333,5.91666666666667,19,6
"5355","2013","2270","M6K","December 31, 2013","TORONTO",244,NA,NA,1,244,14,8,1
"5356","2013","2270","M6L","March 31, 2013","TORONTO",4,NA,NA,4,1,0,14,0.5
"5357","2013","2270","M6M","March 31, 2013","TORONTO",12,NA,NA,10,1.2,0,13.1,0.8
"5358","2013","2270","M6N","March 31, 2013","TORONTO",13,NA,NA,9,1.44444444444444,0,13.7777777777778,1.33333333333333
"5359","2013","2270","M6P","December 31, 2013","TORONTO",108,NA,NA,1,108,12,24,9
"5360","2013","2270","M6R","December 31, 2013","TORONTO",3,NA,NA,3,1,0,14.6666666666667,2
"5361","2013","2270","M6S","March 31, 2013","TORONTO",532,NA,NA,8,66.5,4.375,11.5,0.428571428571429
"5362","2013","2270","M8V","March 31, 2013","TORONTO",7,NA,NA,7,1,0,14.4285714285714,1.42857142857143
"5363","2013","2270","M8W","March 31, 2013","TORONTO",34,NA,NA,31,1.09677419354839,0,13.4516129032258,0.709677419354839
"5364","2013","2270","M8X","March 31, 2013","TORONTO",11,NA,NA,11,1,0,14.9090909090909,1.27272727272727
"5365","2013","2270","M8Y","March 31, 2013","TORONTO",15,NA,NA,15,1,0,14.8,0.6
"5366","2013","2270","M8Z","March 31, 2013","TORONTO",11,NA,NA,11,1,0,15,1.09090909090909
"5367","2013","2270","M9A","March 31, 2013","TORONTO",42,NA,NA,42,1,0,19.0238095238095,0.404761904761905
"5368","2013","2270","M9B","March 31, 2013","TORONTO",299,NA,NA,23,13,0.956521739130435,15.0434782608696,0.222222222222222
"5369","2013","2270","M9C","September 30, 2013","TORONTO",2,NA,NA,2,1,0,16.5,4
"5370","2013","2270","M9L","December 31, 2013","TORONTO",1,NA,NA,1,1,0,14,1
"5371","2013","2270","M9M","December 31, 2013","TORONTO",35,NA,NA,20,1.75,0,13.1,-2
"5372","2013","2270","M9N","December 31, 2013","TORONTO",2,NA,NA,2,1,0,13.5,0.5
"5373","2013","2270","M9P","December 31, 2013","TORONTO",8,NA,NA,6,1.33333333333333,0,15.3333333333333,1.66666666666667
"5374","2013","2270","M9V","September 30, 2013","TORONTO",4,NA,NA,4,1,0,18.5,11.25
"5375","2013","2270","M9W","March 31, 2013","TORONTO",70,NA,NA,39,1.79487179487179,0,11.5897435897436,0.205128205128205
"5376","2013","2270","nan","March 31, 2013","TORONTO",13761,NA,NA,5037,2.73198332340679,0.099265435775263,9.72694394213381,2.14516129032258
"5377","2013","2440","V8L","March 31, 2013","VICTORIA",29,NA,NA,14,2.07142857142857,0.785714285714286,12.6923076923077,2.42857142857143
"5378","2013","2440","V8M","March 31, 2013","VICTORIA",12,NA,NA,9,1.33333333333333,0.222222222222222,6.44444444444444,-0.222222222222222
"5379","2013","2440","V8N","March 31, 2013","VICTORIA",49,NA,NA,28,1.75,0,13.9285714285714,0.428571428571429
"5380","2013","2440","V8P","March 31, 2013","VICTORIA",12,NA,NA,11,1.09090909090909,0,12.5,0.454545454545455
"5381","2013","2440","V8R","March 31, 2013","VICTORIA",24,NA,NA,21,1.14285714285714,0.285714285714286,15.3809523809524,-0.0476190476190476
"5382","2013","2440","V8S","March 31, 2013","VICTORIA",100,NA,NA,72,1.38888888888889,0.319444444444444,14.6428571428571,0.902777777777778
"5383","2013","2440","V8T","March 31, 2013","VICTORIA",73,NA,NA,15,4.86666666666667,1.06666666666667,14.4666666666667,0.933333333333333
"5384","2013","2440","V8V","March 31, 2013","VICTORIA",38,NA,NA,19,2,0.947368421052632,13.3684210526316,1.15789473684211
"5385","2013","2440","V8W","December 31, 2013","VICTORIA",132,NA,NA,4,33,6.5,10.75,5.25
"5386","2013","2440","V8X","March 31, 2013","VICTORIA",65,NA,NA,22,2.95454545454545,0.272727272727273,10.6818181818182,0.772727272727273
"5387","2013","2440","V8Y","March 31, 2013","VICTORIA",13,NA,NA,13,1,0,14.5384615384615,0.461538461538462
"5388","2013","2440","V8Z","September 30, 2013","VICTORIA",26,NA,NA,11,2.36363636363636,0.363636363636364,11.4545454545455,0.727272727272727
"5389","2013","2440","V9A","March 31, 2013","VICTORIA",165,NA,NA,30,5.5,0.566666666666667,15.7586206896552,0.633333333333333
"5390","2013","2440","V9B","March 31, 2013","VICTORIA",375,NA,NA,195,1.92307692307692,0.543589743589744,7.58247422680412,0.4
"5391","2013","2440","V9C","March 31, 2013","VICTORIA",155,NA,NA,113,1.3716814159292,0.31858407079646,6.26126126126126,0.141592920353982
"5392","2013","2440","V9E","March 31, 2013","VICTORIA",16,NA,NA,16,1,0,8.5625,0.875
"5393","2013","2440","nan","March 31, 2013","VICTORIA",181,NA,NA,154,1.17532467532468,0.136363636363636,8.99337748344371,0.363636363636364
"5394","2014","0140","T0L","December 31, 2014","CALGARY",37,NA,NA,37,1,0,8.25,0.0909090909090909
"5395","2014","0140","T0M","December 31, 2014","CALGARY",27,NA,NA,26,1.03846153846154,0,5.44,0.76
"5396","2014","0140","T1X","December 31, 2014","CALGARY",448,NA,NA,393,1.13994910941476,0,6.90439276485788,0.336206896551724
"5397","2014","0140","T1Y","September 30, 2014","CALGARY",1,NA,NA,1,1,0,11,0
"5398","2014","0140","T2A","December 31, 2014","CALGARY",36,NA,NA,27,1.33333333333333,0.0740740740740741,7.15384615384615,1.07407407407407
"5399","2014","0140","T2B","September 30, 2014","CALGARY",140,NA,NA,2,70,2,22,3
"5400","2014","0140","T2C","December 31, 2014","CALGARY",159,NA,NA,37,4.2972972972973,0.27027027027027,8.72972972972973,-0.205882352941176
"5401","2014","0140","T2E","December 31, 2014","CALGARY",366,NA,NA,131,2.79389312977099,0.137404580152672,11.2595419847328,0.607692307692308
"5402","2014","0140","T2G","December 31, 2014","CALGARY",424,NA,NA,23,18.4347826086957,1.91304347826087,13.7619047619048,1.18181818181818
"5403","2014","0140","T2H","December 31, 2014","CALGARY",135,NA,NA,18,7.5,0.777777777777778,22.5882352941176,1.52941176470588
"5404","2014","0140","T2J","December 31, 2014","CALGARY",149,NA,NA,52,2.86538461538462,0.115384615384615,10.3076923076923,0.529411764705882
"5405","2014","0140","T2K","December 31, 2014","CALGARY",13,NA,NA,9,1.44444444444444,0,11.5555555555556,0.666666666666667
"5406","2014","0140","T2L","December 31, 2014","CALGARY",435,NA,NA,5,87,6.6,14.2,1.33333333333333
"5407","2014","0140","T2M","December 31, 2014","CALGARY",153,NA,NA,91,1.68131868131868,0.021978021978022,10.4835164835165,0.483516483516484
"5408","2014","0140","T2N","December 31, 2014","CALGARY",357,NA,NA,122,2.92622950819672,0.172131147540984,13.8032786885246,0.7
"5409","2014","0140","T2P","March 31, 2014","CALGARY",392,NA,NA,2,196,12,23,14
"5410","2014","0140","T2R","December 31, 2014","CALGARY",301,NA,NA,3,100.333333333333,14,15,-12
"5411","2014","0140","T2S","December 31, 2014","CALGARY",25,NA,NA,25,1,0,20.68,0.52
"5412","2014","0140","T2T","December 31, 2014","CALGARY",340,NA,NA,162,2.09876543209877,0.117283950617284,12.6273291925466,0.577639751552795
"5413","2014","0140","T2V","December 31, 2014","CALGARY",44,NA,NA,37,1.18918918918919,0.027027027027027,15.7027027027027,0.459459459459459
"5414","2014","0140","T2W","September 30, 2014","CALGARY",1,NA,NA,1,1,0,10,0
"5415","2014","0140","T2X","December 31, 2014","CALGARY",664,NA,NA,514,1.29182879377432,0.00583657587548638,6.74658869395711,0.589390962671906
"5416","2014","0140","T2Y","December 31, 2014","CALGARY",38,NA,NA,38,1,0,8.31578947368421,1.89473684210526
"5417","2014","0140","T2Z","December 31, 2014","CALGARY",841,NA,NA,399,2.1077694235589,0.050125313283208,6.07268170426065,0.704960835509138
"5418","2014","0140","T3A","December 31, 2014","CALGARY",79,NA,NA,38,2.07894736842105,0,6.78947368421053,0.324324324324324
"5419","2014","0140","T3B","December 31, 2014","CALGARY",174,NA,NA,91,1.91208791208791,0.0549450549450549,10.1318681318681,0.615384615384615
"5420","2014","0140","T3C","December 31, 2014","CALGARY",143,NA,NA,29,4.93103448275862,0.206896551724138,12.448275862069,0.310344827586207
"5421","2014","0140","T3E","December 31, 2014","CALGARY",192,NA,NA,112,1.71428571428571,0.0535714285714286,11.1964285714286,0.535714285714286
"5422","2014","0140","T3G","December 31, 2014","CALGARY",60,NA,NA,48,1.25,0,7.58333333333333,0.148936170212766
"5423","2014","0140","T3H","December 31, 2014","CALGARY",508,NA,NA,342,1.48538011695906,0.0350877192982456,7.51204819277108,0.592705167173252
"5424","2014","0140","T3J","December 31, 2014","CALGARY",62,NA,NA,37,1.67567567567568,0,6.2972972972973,0.151515151515152
"5425","2014","0140","T3K","December 31, 2014","CALGARY",313,NA,NA,157,1.99363057324841,0.0254777070063694,6.23717948717949,0.538461538461538
"5426","2014","0140","T3L","December 31, 2014","CALGARY",9,NA,NA,5,1.8,0,15.8,7.4
"5427","2014","0140","T3M","December 31, 2014","CALGARY",1805,NA,NA,1345,1.34200743494424,0.0148698884758364,5.69035153328347,0.384789156626506
"5428","2014","0140","T3N","December 31, 2014","CALGARY",921,NA,NA,521,1.76775431861804,0.0307101727447217,5.31322957198444,0.454545454545455
"5429","2014","0140","T3P","December 31, 2014","CALGARY",630,NA,NA,505,1.24752475247525,0.00792079207920792,5.15230460921844,0.170731707317073
"5430","2014","0140","T3R","December 31, 2014","CALGARY",953,NA,NA,637,1.49607535321821,0.00627943485086342,5.7,0.211129296235679
"5431","2014","0140","T3S","March 31, 2014","CALGARY",1,NA,NA,1,1,0,16,0
"5432","2014","0140","T3Z","September 30, 2014","CALGARY",25,NA,NA,25,1,0,7.57894736842105,0.08
"5433","2014","0140","T4B","December 31, 2014","CALGARY",218,NA,NA,15,14.5333333333333,0.8,6.66666666666667,0.8
"5434","2014","0140","T4C","December 31, 2014","CALGARY",766,NA,NA,562,1.36298932384342,0.00355871886120996,5.95387453874539,0.150943396226415
"5435","2014","0140","nan","December 31, 2014","CALGARY",1368,NA,NA,864,1.58333333333333,0.0231481481481481,6.56842105263158,0.308252427184466
"5436","2014","0610","L0R","December 31, 2014","HAMILTON",271,NA,NA,136,1.99264705882353,0.00735294117647059,8.16176470588235,0.507352941176471
"5437","2014","0610","L3M","December 31, 2014","HAMILTON",260,NA,NA,145,1.79310344827586,0,7.02836879432624,0.23448275862069
"5438","2014","0610","L7L","December 31, 2014","HAMILTON",492,NA,NA,18,27.3333333333333,1,13.3529411764706,4.44444444444444
"5439","2014","0610","L7N","December 31, 2014","HAMILTON",5,NA,NA,5,1,0,12.8,0.2
"5440","2014","0610","L7P","June 30, 2014","HAMILTON",1,NA,NA,1,1,0,28,0
"5441","2014","0610","L7R","September 30, 2014","HAMILTON",15,NA,NA,6,2.5,0,7.33333333333333,5
"5442","2014","0610","L7S","June 30, 2014","HAMILTON",1,NA,NA,1,1,0,8,0
"5443","2014","0610","L7T","December 31, 2014","HAMILTON",76,NA,NA,15,5.06666666666667,0.466666666666667,10.6,2.21428571428571
"5444","2014","0610","L8E","December 31, 2014","HAMILTON",148,NA,NA,106,1.39622641509434,0,6.85436893203883,0.69811320754717
"5445","2014","0610","L8G","December 31, 2014","HAMILTON",4,NA,NA,4,1,0,7,0
"5446","2014","0610","L8H","September 30, 2014","HAMILTON",4,NA,NA,4,1,0,12.5,0.5
"5447","2014","0610","L8J","December 31, 2014","HAMILTON",104,NA,NA,90,1.15555555555556,0,7.28235294117647,1.91111111111111
"5448","2014","0610","L8K","December 31, 2014","HAMILTON",15,NA,NA,5,3,0,15.2,0
"5449","2014","0610","L8L","December 31, 2014","HAMILTON",2,NA,NA,2,1,0,5.5,0.5
"5450","2014","0610","L8N","December 31, 2014","HAMILTON",9,NA,NA,3,3,0,6.33333333333333,0
"5451","2014","0610","L8P","September 30, 2014","HAMILTON",77,NA,NA,2,38.5,4.5,21,4.5
"5452","2014","0610","L8R","June 30, 2014","HAMILTON",1,NA,NA,1,1,0,7,0
"5453","2014","0610","L8S","December 31, 2014","HAMILTON",1,NA,NA,1,1,0,12,5
"5454","2014","0610","L8T","December 31, 2014","HAMILTON",2,NA,NA,2,1,0,8.5,0
"5455","2014","0610","L8V","December 31, 2014","HAMILTON",1,NA,NA,1,1,0,11,0
"5456","2014","0610","L8W","December 31, 2014","HAMILTON",78,NA,NA,49,1.59183673469388,0,5.8125,0.183673469387755
"5457","2014","0610","L9A","December 31, 2014","HAMILTON",20,NA,NA,20,1,0,7.57894736842105,0.4
"5458","2014","0610","L9B","December 31, 2014","HAMILTON",109,NA,NA,95,1.14736842105263,0,6.37234042553191,0.715789473684211
"5459","2014","0610","L9C","December 31, 2014","HAMILTON",149,NA,NA,62,2.40322580645161,0.0806451612903226,7.49152542372881,0.451612903225806
"5460","2014","0610","L9G","December 31, 2014","HAMILTON",154,NA,NA,122,1.26229508196721,0.0163934426229508,6.04347826086957,0.89344262295082
"5461","2014","0610","L9H","December 31, 2014","HAMILTON",13,NA,NA,13,1,0,8.84615384615385,0.615384615384615
"5462","2014","0610","N1R","December 31, 2014","HAMILTON",9,NA,NA,9,1,0,9.33333333333333,1.44444444444444
"5463","2014","0610","nan","December 31, 2014","HAMILTON",614,NA,NA,386,1.59067357512953,0,6.97043010752688,1.62857142857143
"5464","2014","1265","K0A","December 31, 2014","OTTAWA",463,NA,NA,296,1.56418918918919,0.0304054054054054,6.37010676156584,0.89527027027027
"5465","2014","1265","K1B","December 31, 2014","OTTAWA",231,NA,NA,7,33,3.28571428571429,10.1428571428571,0.571428571428571
"5466","2014","1265","K1C","December 31, 2014","OTTAWA",108,NA,NA,12,9,1.08333333333333,7.75,5
"5467","2014","1265","K1G","September 30, 2014","OTTAWA",25,NA,NA,2,12.5,1.5,12,0.5
"5468","2014","1265","K1H","December 31, 2014","OTTAWA",11,NA,NA,10,1.1,0,11.2,2
"5469","2014","1265","K1J","December 31, 2014","OTTAWA",30,NA,NA,8,3.75,0.375,7.75,5.125
"5470","2014","1265","K1K","December 31, 2014","OTTAWA",111,NA,NA,8,13.875,2.125,10.25,1.25
"5471","2014","1265","K1L","December 31, 2014","OTTAWA",6,NA,NA,3,2,1,6.33333333333333,1.33333333333333
"5472","2014","1265","K1M","December 31, 2014","OTTAWA",8,NA,NA,6,1.33333333333333,0,12.1666666666667,1.5
"5473","2014","1265","K1N","December 31, 2014","OTTAWA",528,NA,NA,7,75.4285714285714,10.2857142857143,16.2857142857143,6.57142857142857
"5474","2014","1265","K1R","September 30, 2014","OTTAWA",7,NA,NA,3,2.33333333333333,2,8.66666666666667,1.33333333333333
"5475","2014","1265","K1S","December 31, 2014","OTTAWA",272,NA,NA,27,10.0740740740741,1.7037037037037,10.9259259259259,1.55555555555556
"5476","2014","1265","K1T","December 31, 2014","OTTAWA",333,NA,NA,169,1.97041420118343,0.0177514792899408,5.36305732484076,1.85207100591716
"5477","2014","1265","K1V","December 31, 2014","OTTAWA",42,NA,NA,34,1.23529411764706,0,5.88235294117647,1.29411764705882
"5478","2014","1265","K1W","December 31, 2014","OTTAWA",149,NA,NA,46,3.23913043478261,0.195652173913043,6.11111111111111,1.95652173913043
"5479","2014","1265","K1Y","December 31, 2014","OTTAWA",232,NA,NA,40,5.8,0.2,9.55,2.025
"5480","2014","1265","K1Z","December 31, 2014","OTTAWA",172,NA,NA,44,3.90909090909091,0.295454545454545,10.093023255814,1.77272727272727
"5481","2014","1265","K2A","December 31, 2014","OTTAWA",9,NA,NA,8,1.125,0,12.3333333333333,5.375
"5482","2014","1265","K2B","December 31, 2014","OTTAWA",8,NA,NA,5,1.6,0,6.4,2.2
"5483","2014","1265","K2C","December 31, 2014","OTTAWA",18,NA,NA,16,1.125,0,7.8125,1.4375
"5484","2014","1265","K2E","December 31, 2014","OTTAWA",129,NA,NA,6,21.5,1.33333333333333,10.1666666666667,1
"5485","2014","1265","K2G","December 31, 2014","OTTAWA",84,NA,NA,49,1.71428571428571,0,6.83673469387755,0.816326530612245
"5486","2014","1265","K2H","June 30, 2014","OTTAWA",6,NA,NA,4,1.5,0,7.25,2.75
"5487","2014","1265","K2J","December 31, 2014","OTTAWA",1073,NA,NA,584,1.83732876712329,0.0479452054794521,6.73539518900344,0.702054794520548
"5488","2014","1265","K2K","December 31, 2014","OTTAWA",21,NA,NA,21,1,0,7.42857142857143,0.714285714285714
"5489","2014","1265","K2L","December 31, 2014","OTTAWA",399,NA,NA,180,2.21666666666667,0.0555555555555556,6.65921787709497,0.577777777777778
"5490","2014","1265","K2M","December 31, 2014","OTTAWA",338,NA,NA,228,1.48245614035088,0,7.3568281938326,1.58333333333333
"5491","2014","1265","K2P","December 31, 2014","OTTAWA",632,NA,NA,5,126.4,12.8,19,4.2
"5492","2014","1265","K2R","September 30, 2014","OTTAWA",20,NA,NA,7,2.85714285714286,0,10.4285714285714,0.285714285714286
"5493","2014","1265","K2S","December 31, 2014","OTTAWA",131,NA,NA,63,2.07936507936508,0.142857142857143,6.88888888888889,0.476190476190476
"5494","2014","1265","K2T","December 31, 2014","OTTAWA",365,NA,NA,174,2.09770114942529,0.137931034482759,7.66091954022988,0.350574712643678
"5495","2014","1265","K4A","December 31, 2014","OTTAWA",84,NA,NA,14,6,1.14285714285714,6.71428571428571,2.5
"5496","2014","1265","K4B","December 31, 2014","OTTAWA",199,NA,NA,69,2.88405797101449,0.217391304347826,5.82352941176471,1.34782608695652
"5497","2014","1265","K4K","December 31, 2014","OTTAWA",98,NA,NA,66,1.48484848484848,0,4.66101694915254,1.60606060606061
"5498","2014","1265","K4M","December 31, 2014","OTTAWA",29,NA,NA,29,1,0,7.06896551724138,0.482758620689655
"5499","2014","1265","K4P","December 31, 2014","OTTAWA",34,NA,NA,32,1.0625,0,6.96875,0.5625
"5500","2014","1265","K4R","December 31, 2014","OTTAWA",53,NA,NA,48,1.10416666666667,0,4.89130434782609,0.583333333333333
"5501","2014","1265","nan","December 31, 2014","OTTAWA",336,NA,NA,102,3.29411764705882,0.274509803921569,6.05,1.94117647058824
"5502","2014","1060","H1A","December 31, 2014","MONTRÉAL",287,NA,NA,13,22.0769230769231,2.23076923076923,9,0.6
"5503","2014","1060","H1B","December 31, 2014","MONTRÉAL",13,NA,NA,4,3.25,2.25,3,2.25
"5504","2014","1060","H1C","December 31, 2014","MONTRÉAL",43,NA,NA,31,1.38709677419355,0.0645161290322581,8.74074074074074,0.32
"5505","2014","1060","H1E","December 31, 2014","MONTRÉAL",136,NA,NA,17,8,1,17.0588235294118,-1.41666666666667
"5506","2014","1060","H1G","December 31, 2014","MONTRÉAL",2,NA,NA,2,1,0,9,0.5
"5507","2014","1060","H1H","December 31, 2014","MONTRÉAL",170,NA,NA,9,18.8888888888889,2.88888888888889,9.22222222222222,0.25
"5508","2014","1060","H1K","December 31, 2014","MONTRÉAL",166,NA,NA,33,5.03030303030303,1.66666666666667,14.21875,0.290322580645161
"5509","2014","1060","H1L","December 31, 2014","MONTRÉAL",99,NA,NA,12,8.25,1.91666666666667,9.25,1.44444444444444
"5510","2014","1060","H1M","March 31, 2014","MONTRÉAL",4,NA,NA,1,4,2,19,0
"5511","2014","1060","H1N","December 31, 2014","MONTRÉAL",71,NA,NA,15,4.73333333333333,2,8.93333333333333,0.5
"5512","2014","1060","H1P","September 30, 2014","MONTRÉAL",5,NA,NA,5,1,0,9,0
"5513","2014","1060","H1R","December 31, 2014","MONTRÉAL",158,NA,NA,18,8.77777777777778,0.833333333333333,9.11111111111111,-0.571428571428571
"5514","2014","1060","H1S","December 31, 2014","MONTRÉAL",75,NA,NA,2,37.5,6,13,-1.5
"5515","2014","1060","H1T","December 31, 2014","MONTRÉAL",188,NA,NA,5,37.6,4.8,10.4,0.5
"5516","2014","1060","H1V","December 31, 2014","MONTRÉAL",217,NA,NA,9,24.1111111111111,3.33333333333333,8.44444444444444,0.833333333333333
"5517","2014","1060","H1W","December 31, 2014","MONTRÉAL",369,NA,NA,12,30.75,3.66666666666667,9.33333333333333,0.6
"5518","2014","1060","H1X","December 31, 2014","MONTRÉAL",30,NA,NA,7,4.28571428571429,2.28571428571429,6.14285714285714,0.571428571428571
"5519","2014","1060","H1Y","September 30, 2014","MONTRÉAL",15,NA,NA,4,3.75,2.25,8.25,0.25
"5520","2014","1060","H1Z","December 31, 2014","MONTRÉAL",53,NA,NA,5,10.6,2,8.5,0.6
"5521","2014","1060","H2A","December 31, 2014","MONTRÉAL",69,NA,NA,8,8.625,3.125,9.14285714285714,2
"5522","2014","1060","H2B","June 30, 2014","MONTRÉAL",3,NA,NA,1,3,2,6,0
"5523","2014","1060","H2C","December 31, 2014","MONTRÉAL",40,NA,NA,4,10,2,8.25,0.333333333333333
"5524","2014","1060","H2E","December 31, 2014","MONTRÉAL",31,NA,NA,9,3.44444444444444,1.88888888888889,7.77777777777778,0.555555555555556
"5525","2014","1060","H2G","December 31, 2014","MONTRÉAL",151,NA,NA,10,15.1,3,8.6,-0.666666666666667
"5526","2014","1060","H2H","June 30, 2014","MONTRÉAL",42,NA,NA,1,42,4,11,0
"5527","2014","1060","H2J","December 31, 2014","MONTRÉAL",13,NA,NA,2,6.5,1.5,9,1
"5528","2014","1060","H2K","December 31, 2014","MONTRÉAL",245,NA,NA,11,22.2727272727273,3.45454545454545,7.63636363636364,2
"5529","2014","1060","H2L","September 30, 2014","MONTRÉAL",147,NA,NA,4,36.75,3,12,0
"5530","2014","1060","H2M","June 30, 2014","MONTRÉAL",2,NA,NA,2,1,0,5,0
"5531","2014","1060","H2N","June 30, 2014","MONTRÉAL",4,NA,NA,1,4,2,11,0
"5532","2014","1060","H2P","September 30, 2014","MONTRÉAL",28,NA,NA,7,4,2.42857142857143,7.42857142857143,2.42857142857143
"5533","2014","1060","H2R","December 31, 2014","MONTRÉAL",188,NA,NA,11,17.0909090909091,2.63636363636364,9,0.888888888888889
"5534","2014","1060","H2S","December 31, 2014","MONTRÉAL",92,NA,NA,16,5.75,2.125,9.375,0.5
"5535","2014","1060","H2T","December 31, 2014","MONTRÉAL",27,NA,NA,4,6.75,2.75,7.25,0.666666666666667
"5536","2014","1060","H2V","December 31, 2014","MONTRÉAL",21,NA,NA,5,4.2,1.4,25.4,0.2
"5537","2014","1060","H2W","December 31, 2014","MONTRÉAL",5,NA,NA,2,2.5,3,10.5,2
"5538","2014","1060","H2X","September 30, 2014","MONTRÉAL",233,NA,NA,4,58.25,6,11,0.25
"5539","2014","1060","H2Y","September 30, 2014","MONTRÉAL",8,NA,NA,1,8,4,9,0
"5540","2014","1060","H3B","September 30, 2014","MONTRÉAL",152,NA,NA,1,152,35,25,NA
"5541","2014","1060","H3C","June 30, 2014","MONTRÉAL",321,NA,NA,2,160.5,9.5,21,-2.5
