"ref_yy","metcode","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","reference_period_qq","ref_qq","population","comp_per_10kpop"
"2008","2270",4,2,"December 31, 2008","TORONTO",4,NA,NA,1,4,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,0.00717245332370895
"2008","2410",4,1,"September 30, 2008","VANCOUVER",10,NA,NA,3,3.33333333333333,0,10.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,0.0435557397130947
"2008","1060",1,1,"March 31, 2008","MONTRÉAL",7364,NA,NA,7364,1,0,5.35816513761468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,18.8735350590958
"2008","1060",4,2,"December 31, 2008","MONTRÉAL",56,NA,NA,8,7,1.75,7.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,0.143524981437991
"2008","2440",1,1,"June 30, 2008","VICTORIA",731,NA,NA,731,1,0,8.93846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,21.0262900535005
"2008","1400",5,1,"September 30, 2008","QUÉBEC",188,NA,NA,94,2,1.61702127659574,5.296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,2.48317838496136
"2008","0580",2,1,"September 30, 2008","HALIFAX",122,NA,NA,61,2,0,8.3728813559322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",393132.594,3.10327868668147
"2008","0140",5,2,"September 30, 2008","CALGARY",280,NA,NA,6,46.6666666666667,0.333333333333333,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,2.29922145159162
"2008","0340",1,2,"June 30, 2008","EDMONTON",7,NA,NA,7,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,0.0603231876826807
"2008","1700",5,3,"March 31, 2008","SASKATOON",295,NA,NA,8,36.875,1.5,18.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",257128.938,11.4728432472272
"2008","0610",1,1,"March 31, 2008","HAMILTON",1744,NA,NA,1744,1,0,6.90841750841751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",729596.125,23.903635727232
"2008","1490",1,1,"December 31, 2008","REGINA",748,NA,NA,748,1,0,10.1422818791946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,35.6274614682098
"2008","0580",5,2,"September 30, 2008","HALIFAX",953,NA,NA,10,95.3,1,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",393132.594,24.2411851508807
"2008","2440",2,1,"December 31, 2008","VICTORIA",75,NA,NA,38,1.97368421052632,0,9.13157894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,2.15728010124835
"2008","1400",5,3,"June 30, 2008","QUÉBEC",967,NA,NA,130,7.43846153846154,2.36923076923077,5.99019607843137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,12.7725186077534
"2008","1490",2,2,"December 31, 2008","REGINA",2,NA,NA,1,2,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,0.0952605921609887
"2008","2440",2,3,"March 31, 2008","VICTORIA",72,NA,NA,36,2,0,9.23529411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,2.07098889719841
"2008","2440",5,3,"June 30, 2008","VICTORIA",1019,NA,NA,31,32.8709677419355,4.16129032258065,16.2258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,29.3102456422942
"2008","1700",2,1,"December 31, 2008","SASKATOON",118,NA,NA,59,2,0,7.89830508474576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",257128.938,4.58913729889088
"2008","2270",4,1,"March 31, 2008","TORONTO",3578,NA,NA,574,6.23344947735192,0.024390243902439,10.427027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,6.41575949805766
"2008","1700",1,3,"September 30, 2008","SASKATOON",44,NA,NA,44,1,0,12.9318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",257128.938,1.71120373856948
"2008","1060",2,1,"March 31, 2008","MONTRÉAL",1046,NA,NA,523,2,0,5.3547557840617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,2.6808416175739
"2008","2440",1,2,"September 30, 2008","VICTORIA",1,NA,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,0.0287637346833113
"2008","0580",5,3,"March 31, 2008","HALIFAX",186,NA,NA,4,46.5,0,19.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",393132.594,4.73122816166191
"2008","1060",5,2,"September 30, 2008","MONTRÉAL",6363,NA,NA,375,16.968,1.98666666666667,6.56441717791411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,16.3080260158917
"2008","2680",2,1,"September 30, 2008","WINNIPEG",22,NA,NA,11,2,0,5.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",728616.406,0.301942144300275
"2008","0580",4,3,"December 31, 2008","HALIFAX",68,NA,NA,17,4,0,10.1764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",393132.594,1.72969631716672
"2008","2680",1,1,"June 30, 2008","WINNIPEG",1892,NA,NA,1892,1,0,6.23515151515152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",728616.406,25.9670244098237
"2008","0580",1,2,"March 31, 2008","HALIFAX",36,NA,NA,36,1,0,6.69230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",393132.594,0.9157215796765
"2008","0610",4,3,"June 30, 2008","HAMILTON",330,NA,NA,63,5.23809523809524,0.0317460317460317,11.8095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",729596.125,4.52305033829504
"2008","1060",4,1,"December 31, 2008","MONTRÉAL",672,NA,NA,155,4.33548387096774,1.3741935483871,5.96694214876033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,1.72229977725589
"2008","2410",5,3,"September 30, 2008","VANCOUVER",11689,NA,NA,145,80.6137931034483,10.3034482758621,17.1448275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,50.9123041506364
"2008","0340",1,1,"March 31, 2008","EDMONTON",6190,NA,NA,6190,1,0,10.184900098264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,53.3429331079705
"2008","2440",2,2,"June 30, 2008","VICTORIA",34,NA,NA,34,1,0,5.68181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,0.977966979232584
"2008","1490",2,3,"December 31, 2008","REGINA",26,NA,NA,13,2,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,1.23838769809285
"2008","0140",4,1,"March 31, 2008","CALGARY",55,NA,NA,7,7.85714285714286,0,10.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,0.451632785134068
"2008","2410",5,2,"March 31, 2008","VANCOUVER",540,NA,NA,107,5.04672897196262,2.05607476635514,9.89719626168224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,2.35200994450711
"2008","1400",4,3,"September 30, 2008","QUÉBEC",17,NA,NA,4,4.25,2,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,0.224542726299697
"2008","0340",5,2,"December 31, 2008","EDMONTON",108,NA,NA,3,36,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,0.930700609961359
"2008","1265",1,1,"March 31, 2008","OTTAWA",2920,NA,NA,2920,1,0,7.09775753328662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,32.2128697033548
"2008","2410",4,3,"June 30, 2008","VANCOUVER",2227,NA,NA,431,5.16705336426914,0.234338747099768,10.6352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,9.69986323410619
"2008","1265",2,1,"September 30, 2008","OTTAWA",232,NA,NA,116,2,0,7.64912280701754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,2.55937868875969
"2008","2270",1,1,"June 30, 2008","TORONTO",13861,NA,NA,13861,1,0,8.00846073920142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,24.8543438799824
"2008","0140",1,3,"March 31, 2008","CALGARY",1,NA,NA,1,1,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,0.00821150518425579
"2008","1060",4,3,"December 31, 2008","MONTRÉAL",492,NA,NA,98,5.02040816326531,1.53061224489796,8.44318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,1.26096947977664
"2008","1265",4,2,"June 30, 2008","OTTAWA",14,NA,NA,3,4.66666666666667,0,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,0.154445265701016
"2008","0140",2,1,"March 31, 2008","CALGARY",962,NA,NA,481,2,0,10.6715481171548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,7.89946798725407
"2008","0340",5,1,"March 31, 2008","EDMONTON",4,NA,NA,1,4,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,0.0344703929615318
"2008","1265",4,3,"March 31, 2008","OTTAWA",79,NA,NA,10,7.9,0,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,0.871512570741448
"2008","2270",2,3,"March 31, 2008","TORONTO",36,NA,NA,18,2,0,9.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,0.0645520799133806
"2008","2410",1,1,"September 30, 2008","VANCOUVER",3612,NA,NA,3612,1,0,8.82895472330911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,15.7323331843698
"2008","1490",1,3,"March 31, 2008","REGINA",10,NA,NA,10,1,0,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,0.476302960804944
"2008","0340",1,3,"March 31, 2008","EDMONTON",27,NA,NA,27,1,0,15.0740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,0.23267515249034
"2008","2680",5,3,"September 30, 2008","WINNIPEG",455,NA,NA,15,30.3333333333333,2.2,19.0666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",728616.406,6.2447125298466
"2008","2270",1,3,"September 30, 2008","TORONTO",21,NA,NA,21,1,0,11.3809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,0.037655379949472
"2008","1400",4,1,"June 30, 2008","QUÉBEC",164,NA,NA,39,4.20512820512821,1.23076923076923,4.70967741935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,2.16617688900884
"2008","2270",4,3,"March 31, 2008","TORONTO",1137,NA,NA,204,5.57352941176471,0,8.8989898989899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,2.03876985726427
"2008","0340",4,3,"June 30, 2008","EDMONTON",953,NA,NA,176,5.41477272727273,0.136363636363636,14.7426900584795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,8.21257112308496
"2008","1265",4,1,"June 30, 2008","OTTAWA",1926,NA,NA,394,4.88832487309645,0.0101522842639594,7.74744897959184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,21.2472558385826
"2008","2270",2,1,"September 30, 2008","TORONTO",2182,NA,NA,1091,2,0,7.74976744186046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,3.91257328808323
"2008","1400",1,1,"June 30, 2008","QUÉBEC",1983,NA,NA,1983,1,0,4.42591093117409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,26.1922486030764
"2008","2410",5,1,"March 31, 2008","VANCOUVER",406,NA,NA,203,2,1.99507389162562,8.65346534653465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,1.76836303235164
"2008","1490",5,2,"September 30, 2008","REGINA",32,NA,NA,2,16,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,1.52416947457582
"2008","2680",4,3,"March 31, 2008","WINNIPEG",75,NA,NA,14,5.35714285714286,0,13.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",728616.406,1.02934821920548
"2008","0340",2,3,"June 30, 2008","EDMONTON",356,NA,NA,178,2,0,13.1286549707602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,3.06786497357633
"2008","1490",5,3,"September 30, 2008","REGINA",108,NA,NA,4,27,1.5,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,5.14407197669339
"2008","1060",5,1,"June 30, 2008","MONTRÉAL",448,NA,NA,222,2.01801801801802,0.653153153153153,5.5034965034965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,1.14819985150393
"2008","2410",1,3,"December 31, 2008","VANCOUVER",83,NA,NA,83,1,0,11.8780487804878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,0.361512639618686
"2008","2440",1,3,"June 30, 2008","VICTORIA",28,NA,NA,28,1,0,8.78571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,0.805384571132716
"2008","1400",5,2,"June 30, 2008","QUÉBEC",1504,NA,NA,78,19.2820512820513,2.44871794871795,6.06896551724138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,19.8654270796909
"2008","0340",2,2,"December 31, 2008","EDMONTON",26,NA,NA,13,2,0,13.4615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,0.224057554249957
"2008","1490",2,1,"March 31, 2008","REGINA",4,NA,NA,2,2,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,0.190521184321977
"2008","2680",5,2,"March 31, 2008","WINNIPEG",1064,NA,NA,16,66.5,0.6875,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",728616.406,14.6030200697951
"2008","1700",4,2,"March 31, 2008","SASKATOON",22,NA,NA,2,11,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",257128.938,0.85560186928474
"2008","2410",2,3,"June 30, 2008","VANCOUVER",256,NA,NA,128,2,0,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,1.11502693665522
"2008","0610",1,3,"September 30, 2008","HAMILTON",7,NA,NA,7,1,0,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",729596.125,0.0959434920244402
"2008","0610",1,2,"September 30, 2008","HAMILTON",1,NA,NA,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",729596.125,0.0137062131463486
"2008","0340",2,1,"September 30, 2008","EDMONTON",1086,NA,NA,543,2,0,10.6219739292365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,9.35871168905589
"2008","0580",1,1,"September 30, 2008","HALIFAX",1157,NA,NA,1157,1,0,6.42323232323232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",393132.594,29.4302741023808
"2008","1265",2,3,"June 30, 2008","OTTAWA",2,NA,NA,1,2,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,0.0220636093858594
"2008","2270",5,2,"March 31, 2008","TORONTO",2061,NA,NA,86,23.9651162790698,0.116279069767442,8.52325581395349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,3.69560657504104
"2008","1265",2,2,"June 30, 2008","OTTAWA",14,NA,NA,7,2,0,10.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,0.154445265701016
"2008","0610",4,2,"December 31, 2008","HAMILTON",3,NA,NA,1,3,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",729596.125,0.0411186394390458
"2008","1400",2,1,"September 30, 2008","QUÉBEC",458,NA,NA,229,2,0,3.95588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,6.04944521442714
"2008","1490",4,1,"March 31, 2008","REGINA",11,NA,NA,3,3.66666666666667,0,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,0.523933256885438
"2008","2410",2,1,"March 31, 2008","VANCOUVER",306,NA,NA,153,2,0,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",2295908.66,1.3328056352207
"2008","0140",5,3,"June 30, 2008","CALGARY",4619,NA,NA,78,59.2179487179487,2.6025641025641,17.0769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,37.9289424460775
"2008","2270",5,3,"December 31, 2008","TORONTO",13374,NA,NA,74,180.72972972973,11.0540540540541,24.2297297297297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",5576892.34,23.9810976878209
"2008","0340",4,1,"June 30, 2008","EDMONTON",69,NA,NA,18,3.83333333333333,0,12.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,0.594614278586424
"2008","0610",2,3,"September 30, 2008","HAMILTON",10,NA,NA,5,2,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",729596.125,0.137062131463486
"2008","1060",5,3,"September 30, 2008","MONTRÉAL",6418,NA,NA,647,9.91962905718702,1.95517774343122,7.6578073089701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",3901759.78,16.4489880512326
"2008","2440",4,3,"March 31, 2008","VICTORIA",189,NA,NA,45,4.2,0,9.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",347660,5.43634585514583
"2008","0340",4,2,"September 30, 2008","EDMONTON",25,NA,NA,6,4.16666666666667,0,6.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1160416.13,0.215439956009574
"2008","1700",1,1,"June 30, 2008","SASKATOON",1504,NA,NA,1504,1,0,8.4891156462585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",257128.938,58.4920550638295
"2008","1400",4,2,"March 31, 2008","QUÉBEC",4,NA,NA,1,4,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",757094.219,0.0528335826587523
"2008","1700",5,2,"June 30, 2008","SASKATOON",44,NA,NA,2,22,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",257128.938,1.71120373856948
"2008","0140",2,3,"June 30, 2008","CALGARY",60,NA,NA,30,2,0,15.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,0.492690311055347
"2008","0140",4,3,"March 31, 2008","CALGARY",1311,NA,NA,215,6.09767441860465,0,13.4299065420561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,10.7652832965593
"2008","1265",5,3,"March 31, 2008","OTTAWA",1047,NA,NA,44,23.7954545454545,0.204545454545455,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,11.5502995134974
"2008","1490",4,3,"September 30, 2008","REGINA",131,NA,NA,32,4.09375,0,11.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",209950.406,6.23956878654476
"2008","0140",1,1,"September 30, 2008","CALGARY",6907,NA,NA,6907,1,0,7.84652665589661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",1217803.53,56.7168663076547
"2008","1265",5,2,"December 31, 2008","OTTAWA",198,NA,NA,4,49.5,3.5,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-4","4",906470,2.18429732920008
"2009","0340",4,3,"September 30, 2009","EDMONTON",572,NA,NA,109,5.24770642201835,0,15.7884615384615,9,NA,72,137,NA,218,7.45412844036697,80.2354931192661,334930.04587156,222950,770000,"2009-4","4",1181277.91,4.84221363286138
"2009","1400",1,1,"December 31, 2009","QUÉBEC",1757,NA,NA,1757,1,0,4.73814229249012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",767163.969,22.9025354552333
"2009","0580",1,1,"March 31, 2009","HALIFAX",934,NA,NA,934,1,0,6.9845971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",397861.563,23.4755022062787
"2009","2440",4,3,"June 30, 2009","VICTORIA",100,NA,NA,24,4.16666666666667,0,10.3913043478261,NA,2,2,66,1,71,0,0,534469.788732394,305999,854999,"2009-4","4",350969.188,2.84925296633162
"2009","0340",5,2,"March 31, 2009","EDMONTON",360,NA,NA,8,45,0,17.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",1181277.91,3.04754704166101
"2009","0340",5,3,"September 30, 2009","EDMONTON",3987,NA,NA,59,67.5762711864407,2.76271186440678,22.7457627118644,NA,786,1668,52,NA,2506,3.62849162011173,39.0567209497207,349774.732242618,1,1200000,"2009-4","4",1181277.91,33.7515834863957
"2009","1265",1,1,"March 31, 2009","OTTAWA",2712,NA,NA,2712,1,0,7.14544084400904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",921500,29.4302767227347
"2009","2270",2,2,"September 30, 2009","TORONTO",2,NA,NA,1,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",5670081.03,0.00352728645220084
"2009","0340",4,2,"December 31, 2009","EDMONTON",37,NA,NA,4,9.25,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",1181277.91,0.313220112615159
"2009","2270",2,3,"December 31, 2009","TORONTO",12,NA,NA,6,2,0,16.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",5670081.03,0.0211637187132051
"2009","0610",1,3,"December 31, 2009","HAMILTON",8,NA,NA,8,1,0,5.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",736194.875,0.108666879812224
"2009","2270",4,1,"September 30, 2009","TORONTO",2518,NA,NA,393,6.40712468193384,0.0178117048346056,11.3840206185567,NA,NA,37,1240,37,1314,11.2442922374429,121.032437214612,403067.267884323,192970,3100000,"2009-4","4",5670081.03,4.44085364332086
"2009","0340",2,2,"March 31, 2009","EDMONTON",14,NA,NA,7,2,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",1181277.91,0.118515718286817
"2009","1060",2,1,"June 30, 2009","MONTRÉAL",938,NA,NA,469,2,0,5.3013698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",3948512.59,2.37557809078684
"2009","0580",1,2,"June 30, 2009","HALIFAX",2,NA,NA,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",397861.563,0.0502687413410679
"2009","2270",1,3,"June 30, 2009","TORONTO",79,NA,NA,79,1,0,7.04918032786885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",5670081.03,0.139327814861933
"2009","0580",4,2,"March 31, 2009","HALIFAX",18,NA,NA,4,4.5,0,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",397861.563,0.452418672069611
"2009","2410",5,1,"December 31, 2009","VANCOUVER",564,NA,NA,282,2,1.97517730496454,10.5285714285714,NA,NA,NA,36,59,95,82.2315789473684,885.132492631579,1070775.13684211,608888,2980000,"2009-4","4",2340698.16,2.4095375031183
"2009","0610",2,3,"June 30, 2009","HAMILTON",10,NA,NA,5,2,0,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",736194.875,0.13583359976528
"2009","2680",4,2,"June 30, 2009","WINNIPEG",4,NA,NA,1,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",734956.375,0.0544249990348067
"2009","2410",1,1,"March 31, 2009","VANCOUVER",3291,NA,NA,3291,1,0,11.5675760426466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",2340698.16,14.0599076644722
"2009","2680",1,1,"December 31, 2009","WINNIPEG",1597,NA,NA,1597,1,0,5.93900709219858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",734956.375,21.7291808646466
"2009","0140",1,1,"March 31, 2009","CALGARY",4291,NA,NA,4291,1,0,6.9987721021611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",1237706.53,34.6689614702122
"2009","0340",2,3,"September 30, 2009","EDMONTON",254,NA,NA,127,2,0,17.6465517241379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",1181277.91,2.15021374606082
"2009","2410",4,2,"March 31, 2009","VANCOUVER",25,NA,NA,4,6.25,0.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",2340698.16,0.106805740386449
"2009","2680",5,3,"September 30, 2009","WINNIPEG",495,NA,NA,10,49.5,2.6,15.1,NA,9,271,NA,NA,280,7.81428571428571,84.11219,245184.807142857,164962,474500,"2009-4","4",734956.375,6.73509363055732
"2009","2270",4,2,"June 30, 2009","TORONTO",16,NA,NA,2,8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",5670081.03,0.0282182916176067
"2009","1060",1,1,"December 31, 2009","MONTRÉAL",5216,NA,NA,5216,1,0,5.11497890295359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-4","4",3948512.59,13.2100376562304
