"","reference_period_qq","metcode","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","inventory_per_10kpop"
"369","2018-4","1265","December 31, 2018","OTTAWA",424,191,2.21989528795812,0.989528795811518,2018,4,"1069895",3.96300571551414
"370","2019-1","0140","March 31, 2019","CALGARY",1971,984,2.0030487804878,0.419715447154472,2019,1,"1518214.25",12.9823573978442
"371","2019-1","0610","March 31, 2019","HAMILTON",269,86,3.12790697674419,0.104651162790698,2019,1,"796713.125",3.37637214147815
"372","2019-1","1265","March 31, 2019","OTTAWA",413,203,2.03448275862069,0.67487684729064,2019,1,"1075338.50635124",3.84065108392111
"373","2019-2","0140","June 30, 2019","CALGARY",1978,1013,1.95261599210267,0.419545903257651,2019,2,"1525494.75",12.9662852002604
"374","2019-2","0610","June 30, 2019","HAMILTON",163,70,2.32857142857143,0.128571428571429,2019,2,"799433.875",2.03894287066582
"375","2019-2","1265","June 30, 2019","OTTAWA",339,174,1.94827586206897,0.798850574712644,2019,2,"1080838.71319624",3.13645316235495
"376","2019-3","0140","September 30, 2019","CALGARY",2077,1066,1.9484052532833,0.449343339587242,2019,3,"1534272.56",13.5373600111834
"377","2019-3","0610","September 30, 2019","HAMILTON",186,79,2.35443037974684,0.113924050632911,2019,3,"803329.6880000001",2.31536320365643
"378","2019-3","1265","September 30, 2019","OTTAWA",341,175,1.94857142857143,0.754285714285714,2019,3,"1086460.0634431099",3.13863354460848
"379","2019-4","0140","December 31, 2019","CALGARY",2217,1117,1.98478066248881,0.367054610564011,2019,4,"1540598.9400000002",14.3905071101763
"380","2019-4","0610","December 31, 2019","HAMILTON",182,68,2.67647058823529,0.132352941176471,2019,4,"805717.813",2.25885535932665
"381","2019-4","1265","December 31, 2019","OTTAWA",348,176,1.97727272727273,0.630681818181818,2019,4,"1092267",3.18603418394953
"382","2020-1","0140","March 31, 2020","CALGARY",2349,1072,2.19123134328358,0.398320895522388,2020,1,"1546119.19",15.1928778530975
"383","2020-1","0610","March 31, 2020","HAMILTON",229,86,2.66279069767442,0.104651162790698,2020,1,"807716.063",2.83515470955788
"384","2020-1","1265","March 31, 2020","OTTAWA",353,201,1.75621890547264,0.507462686567164,2020,1,"1098239.63034548",3.21423476485687
"385","2020-2","0140","June 30, 2020","CALGARY",2315,1074,2.15549348230912,0.329608938547486,2020,2,"1550833.31",14.9274585803164
"386","2020-2","0610","June 30, 2020","HAMILTON",146,70,2.08571428571429,0.128571428571429,2020,2,"809324.438",1.80397369886414
"387","2020-2","1265","June 30, 2020","OTTAWA",303,192,1.578125,0.171875,2020,2,"1104020.72024003",2.74451370744313
"388","2020-3","0140","September 30, 2020","CALGARY",2028,936,2.16666666666667,0.370726495726496,2020,3,"1554863.7799999998",13.0429432216885
"389","2020-3","0610","September 30, 2020","HAMILTON",171,70,2.44285714285714,0.214285714285714,2020,3,"810166.539",2.11067714807214
"390","2020-3","1265","September 30, 2020","OTTAWA",334,217,1.53917050691244,0.138248847926267,2020,3,"1109168.70001456",3.01126420170003
"391","2020-4","0140","December 31, 2020","CALGARY",1942,815,2.38282208588957,0.462576687116564,2020,4,"1558572.8099999998",12.4601172787045
"392","2020-4","0610","December 31, 2020","HAMILTON",234,93,2.51612903225806,0.129032258064516,2020,4,"811303.25",2.88424827584507
"393","2020-4","1265","December 31, 2020","OTTAWA",262,177,1.48022598870056,0.141242937853107,2020,4,"1113242",2.35348648362171
"394","2021-1","0140","March 31, 2021","CALGARY",1701,711,2.39240506329114,0.485232067510549,2021,1,"1562695.0899999999",10.8850409199148
"395","2021-1","0610","March 31, 2021","HAMILTON",137,57,2.40350877192982,0.210526315789474,2021,1,"812669.0549999999",1.68580308499627
"396","2021-1","1265","March 31, 2021","OTTAWA",317,190,1.66842105263158,0.0789473684210526,2021,1,"1115996.42539181",2.84051089042428
"397","2021-2","0140","June 30, 2021","CALGARY",1236,596,2.0738255033557,0.523489932885906,2021,2,"1566465.31",7.89037581687653
"398","2021-2","0610","June 30, 2021","HAMILTON",106,53,2,0.207547169811321,2021,2,"814198.438",1.30189392478299
"399","2021-2","1265","June 30, 2021","OTTAWA",265,164,1.61585365853659,0.0731707317073171,2021,2,"1117977.28084362",2.37035228300912
"400","2021-3","0140","September 30, 2021","CALGARY",1064,594,1.79124579124579,0.430976430976431,2021,3,"1578630.6600000001",6.7400185930761
"401","2021-3","0610","September 30, 2021","HAMILTON",97,47,2.06382978723404,0.234042553191489,2021,3,"817080.8829999999",1.18715297369159
"402","2021-3","1265","September 30, 2021","OTTAWA",235,151,1.55629139072848,0.0662251655629139,2021,3,"1119927.24587363",2.0983505925573
"403","2021-4","0140","December 31, 2021","CALGARY",1019,555,1.83603603603604,0.428828828828829,2021,4,"1588913.3099999998",6.41318814303343
"404","2021-4","0610","December 31, 2021","HAMILTON",139,65,2.13846153846154,0.169230769230769,2021,4,"818995.875",1.69720024536143
"405","2021-4","1265","December 31, 2021","OTTAWA",206,138,1.49275362318841,0.0942028985507246,2021,4,"1122589",1.83504381389805
"406","2022-1","0140","March 31, 2022","CALGARY",794,430,1.84651162790698,0.374418604651163,2022,1,"1600910.47",4.95967772638779
"407","2022-1","0610","March 31, 2022","HAMILTON",182,67,2.71641791044776,0.164179104477612,2022,1,"821372.8979999999",2.21580235290403
"408","2022-1","1265","March 31, 2022","OTTAWA",193,132,1.46212121212121,0.053030303030303,2022,1,"1126520.8399622699",1.71323949947046
"409","2022-2","0140","June 30, 2022","CALGARY",608,439,1.38496583143508,0.30751708428246,2022,2,"1616219.31",3.76186570868281
"410","2022-2","0610","June 30, 2022","HAMILTON",158,61,2.59016393442623,0.0327868852459016,2022,2,"824641.438",1.91598424138371
"411","2022-2","1265","June 30, 2022","OTTAWA",185,136,1.36029411764706,0.0514705882352941,2022,2,"1131543.53138545",1.63493489086971
"412","2022-3","0140","September 30, 2022","CALGARY",639,487,1.31211498973306,0.217659137577002,2022,3,"1626855.8",3.92782199872908
"413","2022-3","0610","September 30, 2022","HAMILTON",140,57,2.45614035087719,0.0350877192982456,2022,3,"827531.873",1.69177773772588
"414","2022-3","1265","September 30, 2022","OTTAWA",197,141,1.39716312056738,0.0283687943262411,2022,3,"1137293.45711591",1.73218265494622
"415","2022-4","0140","December 31, 2022","CALGARY",680,534,1.27340823970037,0.187265917602996,2022,4,"1636715.8",4.15466142625372
"416","2022-4","0610","December 31, 2022","HAMILTON",166,70,2.37142857142857,0.0285714285714286,2022,4,"830395.7810000001",1.99904676538813
"417","2022-4","1265","December 31, 2022","OTTAWA",229,156,1.46794871794872,0.0833333333333333,2022,4,"1143407",2.00278640938878
"418","2023-1","0140","March 31, 2023","CALGARY",734,567,1.29453262786596,0.197530864197531,2023,1,"1645636",4.46028161756306
"419","2023-1","0610","March 31, 2023","HAMILTON",130,60,2.16666666666667,0.0333333333333333,2023,1,"833155",1.56033391145705
"420","2023-1","1265","March 31, 2023","OTTAWA",242,257,0.941634241245136,0.0389105058365759,2023,1,"1151113.12688176",2.1023129208469
"421","2023-2","0140","June 30, 2023","CALGARY",647,503,1.28628230616302,0.204771371769384,2023,2,"1653810",3.91217854529843
"422","2023-2","0610","June 30, 2023","HAMILTON",160,67,2.38805970149254,0.0298507462686567,2023,2,"835878.7",1.91415333349205
"423","2023-2","1265","June 30, 2023","OTTAWA",259,168,1.54166666666667,0.0416666666666667,2023,2,"1159332.1277201502",2.23404487641802
"424","1988-2","1060","June 30, 1988",NA,3676,3887,0.945716490866992,0.092873681502444,1988,2,"3315750.79",11.0864785468392
"425","1988-3","1060","September 30, 1988",NA,3680,3013,1.22137404580153,0.195486226352473,1988,3,"3338762.6300000004",11.0220474104204
"426","1988-4","1060","December 31, 1988",NA,4278,3063,1.39666993143977,0.240940254652302,1988,4,"3351700.63",12.7636697672489
"427","1989-1","1060","March 31, 1989",NA,3903,2653,1.47116471918583,0.277044854881267,1989,1,"3362909.6599999997",11.6060209598375
"428","1989-2","1060","June 30, 1989",NA,3720,3538,1.05144149236857,0.225833804409271,1989,2,"3372389.72",11.0307535868067
"429","1989-3","1060","September 30, 1989",NA,3747,2905,1.28984509466437,0.274698795180723,1989,3,"3377050.8",11.0954801153717
"430","1989-4","1060","December 31, 1989",NA,3743,2730,1.37106227106227,0.24981684981685,1989,4,"3384308.91",11.0598650996076
"431","1990-1","1060","March 31, 1990",NA,4120,2697,1.52762328513163,0.266963292547275,1990,1,"3391074.04",12.1495430397621
"432","1990-2","1060","June 30, 1990",NA,4206,3866,1.08794619762028,0.186756337299534,1990,2,"3397346.2",12.3802513856256
"433","1990-3","1060","September 30, 1990",NA,4089,3056,1.33802356020942,0.228403141361257,1990,3,"3403122.3",12.0154365301535
"434","1990-4","1060","December 31, 1990",NA,4310,3127,1.378317876559,0.229613047649504,1990,4,"3408409.74",12.6451932976814
"435","1991-1","1060","March 31, 1991",NA,4119,2422,1.70066061106524,0.29851362510322,1991,1,"3413205.43",12.0678350145482
"436","1991-2","1060","June 30, 1991",NA,3956,3153,1.2546780843641,0.234062797335871,1991,2,"3417509.38",11.5756814689416
"437","1991-3","1060","September 30, 1991",NA,3791,2643,1.43435489973515,0.318577374195989,1991,3,"3419012.13",11.0879980996148
"438","1991-4","1060","December 31, 1991",NA,4070,2870,1.41811846689895,0.300348432055749,1991,4,"3423256.37",11.8892643731501
"439","1992-1","1060","March 31, 1992",NA,4158,2697,1.54171301446051,0.468298109010011,1992,1,"3427932.64",12.1297599360062
"440","1992-2","1060","June 30, 1992",NA,3856,3269,1.17956561639645,0.410217191801774,1992,2,"3433040.94",11.2320245152684
"441","1992-3","1060","September 30, 1992",NA,3541,2468,1.43476499189627,0.576175040518639,1992,3,"3439925.4299999997",10.2938277938194
"442","1992-4","1060","December 31, 1992",NA,3933,2649,1.48471121177803,0.549641374103435,1992,4,"3445360.1399999997",11.415352358491
"443","1993-1","1060","March 31, 1993",NA,3891,2467,1.57721929468991,0.584920956627483,1993,1,"3450689.21",11.2760082499577
"444","1993-2","1060","June 30, 1993",NA,4008,3313,1.209779655901,0.431331119830969,1993,2,"3455912.6700000004",11.5975152809634
"445","1993-3","1060","September 30, 1993",NA,3474,2623,1.32443766679375,0.555470834921845,1993,3,"3461218.62",10.0369273987091
"446","1993-4","1060","December 31, 1993",NA,3573,2622,1.36270022883295,0.519450800915332,1993,4,"3466155.56",10.3082505621877
"447","1994-1","1060","March 31, 1994","MONTRÉAL",3434,2406,1.42726517040732,0.519950124688279,1994,1,"3470911.6199999996",9.89365439388514
"448","1994-2","1060","June 30, 1994","MONTRÉAL",2970,3335,0.890554722638681,0.308245877061469,1994,2,"3475486.79",8.54556549760329
"449","1994-3","1060","September 30, 1994","MONTRÉAL",3221,2462,1.30828594638505,0.571080422420796,1994,3,"3479752.5300000003",9.25640536857372
"450","1994-4","1060","December 31, 1994","MONTRÉAL",3290,2417,1.36119155978486,0.57923045097228,1994,4,"3484017.36",9.4431217185439
"451","1995-1","1060","March 31, 1995","MONTRÉAL",3448,2304,1.49652777777778,0.598958333333333,1995,1,"3488152.73",9.88488826863954
"452","1995-2","1060","June 30, 1995","MONTRÉAL",3387,2872,1.17931754874652,0.43941504178273,1995,2,"3492158.64",9.69887209934999
"453","1995-3","1060","September 30, 1995","MONTRÉAL",2698,2026,1.33168805528134,0.596248766041461,1995,3,"3495515.4499999997",7.7184610927696
"454","1995-4","1060","December 31, 1995","MONTRÉAL",2714,1943,1.39680905815749,0.590838908903757,1995,4,"3499470.29",7.75545946983879
"455","1996-1","1060","March 31, 1996","MONTRÉAL",2533,1743,1.45324153757889,0.594377510040161,1996,1,"3503503.52",7.22990568024319
"456","1996-2","1060","June 30, 1996","MONTRÉAL",2213,2166,1.02169898430286,0.424284395198523,1996,2,"3507615.15",6.30913000817664
"457","1996-3","1060","September 30, 1996","MONTRÉAL",1726,1523,1.13328956007879,0.590282337491792,1996,3,"3511976.74",4.91461113720246
"458","1996-4","1060","December 31, 1996","MONTRÉAL",1875,1436,1.30571030640669,0.554317548746518,1996,4,"3516176.5300000003",5.33249677313556
"459","1997-1","1060","March 31, 1997","MONTRÉAL",1822,1372,1.32798833819242,0.529883381924198,1997,1,"3520386.07",5.17556871255317
"460","1997-2","1060","June 30, 1997","MONTRÉAL",1772,2111,0.839412600663193,0.33112269066793,1997,2,"3524605.38",5.02751317936194
"461","1997-3","1060","September 30, 1997","MONTRÉAL",1296,1287,1.00699300699301,0.574203574203574,1997,3,"3527222.79",3.67427882263144
"462","1997-4","1060","December 31, 1997","MONTRÉAL",1516,1388,1.09221902017291,0.571325648414986,1997,4,"3532106.29",4.29205656775408
"463","1998-1","1060","March 31, 1998","MONTRÉAL",1712,1375,1.24509090909091,0.576,1998,1,"3537644.21",4.8393786892436
"464","1998-2","1060","June 30, 1998","MONTRÉAL",1540,2020,0.762376237623762,0.314851485148515,1998,2,"3543836.55",4.34557287920065
"465","1998-3","1060","September 30, 1998","MONTRÉAL",1332,1346,0.989598811292719,0.479197622585438,1998,3,"3551212.73",3.75083133924224
"466","1998-4","1060","December 31, 1998","MONTRÉAL",1394,1369,1.01826150474799,0.400292184075968,1998,4,"3558502.1700000004",3.91737853007969
"467","1999-1","1060","March 31, 1999","MONTRÉAL",1486,1271,1.16915814319434,0.406766325727773,1999,1,"3566234.27",4.16686029995444
"468","1999-2","1060","June 30, 1999","MONTRÉAL",1361,2137,0.636874122601778,0.234908750584932,1999,2,"3574409.03",3.8076224309449
"469","1999-3","1060","September 30, 1999","MONTRÉAL",1202,1527,0.787164374590701,0.320235756385069,1999,3,"3584085.27",3.35371485176746
"470","1999-4","1060","December 31, 1999","MONTRÉAL",1391,1436,0.96866295264624,0.290389972144847,1999,4,"3592721.83",3.87171639169181
"471","2000-1","1060","March 31, 2000","MONTRÉAL",1498,1414,1.05940594059406,0.252475247524752,2000,1,"3601377.54",4.15951947098554
"472","2000-2","1060","June 30, 2000","MONTRÉAL",1532,2184,0.701465201465201,0.131868131868132,2000,2,"3610052.3899999997",4.24370572638698
"473","2000-3","1060","September 30, 2000","MONTRÉAL",1191,1440,0.827083333333333,0.133333333333333,2000,3,"3618154.56",3.29173334154083
"474","2000-4","1060","December 31, 2000","MONTRÉAL",1307,1267,1.03157063930545,0.101026045777427,2000,4,"3627104.42",3.6034253461057
"475","2001-1","1060","March 31, 2001","MONTRÉAL",1456,1285,1.13307392996109,0.12295719844358,2001,1,"3636310.13",4.00405891672392
"476","2001-2","1060","June 30, 2001","MONTRÉAL",1314,2181,0.602475928473177,0.061898211829436,2001,2,"3645771.72",3.60417519503936
"477","2001-3","1060","September 30, 2001","MONTRÉAL",1048,1301,0.805534204458109,0.0983858570330515,2001,3,"3657427.55",2.86540194077119
"478","2001-4","1060","December 31, 2001","MONTRÉAL",1420,1366,1.03953147877013,0.0695461200585652,2001,4,"3666625.51",3.87277074281851
"479","2002-1","1060","March 31, 2002","MONTRÉAL",1585,1330,1.19172932330827,0.0578947368421053,2002,1,"3675303.98",4.31256845318139
"480","2002-2","1060","June 30, 2002","MONTRÉAL",1282,2334,0.549271636675236,0.165381319622965,2002,2,"3683462.96",3.48042050082133
"481","2002-3","1060","September 30, 2002","MONTRÉAL",877,1473,0.595383570943652,0.24847250509165,2002,3,"3690033.91",2.37667192603116
"482","2002-4","1060","December 31, 2002","MONTRÉAL",1074,1373,0.782228696285506,0.28040786598689,2002,4,"3697581.32",2.90460143280906
"483","2003-1","1060","March 31, 2003","MONTRÉAL",1162,1173,0.990622335890878,0.294117647058824,2003,1,"3705036.66",3.13627126161823
"484","2003-2","1060","June 30, 2003","MONTRÉAL",1415,2277,0.62143170838823,0.163812033377251,2003,2,"3712399.93",3.81155055134375
"485","2003-3","1060","September 30, 2003","MONTRÉAL",1232,1793,0.687116564417178,0.211377579475739,2003,3,"3719743.88",3.3120559902635
"486","2003-4","1060","December 31, 2003","MONTRÉAL",1437,1597,0.899812147777082,0.19348778960551,2003,4,"3726893.8899999997",3.85575775005497
"487","2004-1","1060","March 31, 2004","MONTRÉAL",1486,1435,1.03554006968641,0.285017421602787,2004,1,"3733922.71",3.97972886803541
"488","2004-2","1060","June 30, 2004","MONTRÉAL",1467,2246,0.653161175422974,0.145146927871772,2004,2,"3740830.35",3.92158922684104
"489","2004-3","1060","September 30, 2004","MONTRÉAL",2116,1714,1.23453908984831,0.394982497082847,2004,3,"3746875.16",5.64737256952004
"490","2004-4","1060","December 31, 2004","MONTRÉAL",2478,2018,1.22794846382557,0.402378592666006,2004,4,"3753837.1",6.60124542964318
"491","2005-1","1060","March 31, 2005","MONTRÉAL",2037,1399,1.45604002859185,0.555396711937098,2005,1,"3760974.51",5.41614944367172
"492","2005-2","1060","June 30, 2005","MONTRÉAL",2300,2259,1.01814962372731,0.429393536963258,2005,2,"3768287.4000000004",6.10356842739755
"493","2005-3","1060","September 30, 2005","MONTRÉAL",2309,1876,1.23081023454158,0.603944562899787,2005,3,"3775710.31",6.11540560695187
"494","2005-4","1060","December 31, 2005","MONTRÉAL",2593,1724,1.50406032482599,0.627610208816705,2005,4,"3783400.33",6.8536231268976
"495","2006-1","1060","March 31, 2006","MONTRÉAL",2749,1425,1.92912280701754,0.807017543859649,2006,1,"3791292.0100000002",7.25082634824533
"496","2006-2","1060","June 30, 2006","MONTRÉAL",2827,2309,1.22433954092681,0.524036379385015,2006,2,"3799385.35",7.44067721374985
"497","2006-3","1060","September 30, 2006","MONTRÉAL",2908,1735,1.67608069164265,0.701440922190202,2006,3,"3807320.9099999997",7.63791671030956
"498","2006-4","1060","December 31, 2006","MONTRÉAL",4339,1963,2.21039225674987,0.735608762098828,2006,4,"3815961.34",11.3706602698443
"499","2007-1","1060","March 31, 2007","MONTRÉAL",3121,1631,1.91354996934396,0.80564071122011,2007,1,"3824947.22",8.15958971585495
"500","2007-2","1060","June 30, 2007","MONTRÉAL",2929,2362,1.24005080440305,0.562235393734124,2007,2,"3834278.5300000003",7.63898599719098
"501","2007-3","1060","September 30, 2007","MONTRÉAL",3122,1728,1.80671296296296,0.700231481481482,2007,3,"3843325.75",8.12317300972992
"502","2007-4","1060","December 31, 2007","MONTRÉAL",2893,1821,1.5886875343218,0.667764964305327,2007,4,"3853599.75",7.50726642018284
"503","2008-1","1060","March 31, 2008","MONTRÉAL",2868,1684,1.70308788598575,0.694774346793349,2008,1,"3864471",7.4214556144942
"504","2008-2","1060","June 30, 2008","MONTRÉAL",2593,2188,1.18510054844607,0.505027422303474,2008,2,"3875939.5",6.68999090414079
"505","2008-3","1060","September 30, 2008","MONTRÉAL",2707,1808,1.49723451327434,0.567477876106195,2008,3,"3889824.47",6.95918291654944
"506","2008-4","1060","December 31, 2008","MONTRÉAL",2656,1800,1.47555555555556,0.596666666666667,2008,4,"3901759.78",6.80718483391615
"507","2009-1","1060","March 31, 2009","MONTRÉAL",2666,1619,1.64669549104385,0.701667696108709,2009,1,"3913564.66",6.81220378763334
"508","2009-2","1060","June 30, 2009","MONTRÉAL",2498,1880,1.32872340425532,0.63936170212766,2009,2,"3925239.09",6.36394355279897
"509","2009-3","1060","September 30, 2009","MONTRÉAL",2361,1098,2.15027322404372,1.01092896174863,2009,3,"3937309.6599999997",5.99648034795414
"510","2009-4","1060","December 31, 2009","MONTRÉAL",2598,1157,2.24546240276577,0.927398444252377,2009,4,"3948512.59",6.57969283567613
"511","2010-1","1060","March 31, 2010","MONTRÉAL",2290,1143,2.00349956255468,0.792650918635171,2010,1,"3959374.47",5.78374189496655
"512","2010-2","1060","June 30, 2010","MONTRÉAL",2129,1099,1.93721565059145,0.562329390354868,2010,2,"3969895.2800000003",5.36286186370135
"513","2010-3","1060","September 30, 2010","MONTRÉAL",1982,948,2.09071729957806,0.602320675105485,2010,3,"3979778",4.98017728627074
"514","2010-4","1060","December 31, 2010","MONTRÉAL",1927,1020,1.88921568627451,0.549019607843137,2010,4,"3989735.5",4.82989411202823
"515","2011-1","1060","March 31, 2011","MONTRÉAL",2077,1073,1.93569431500466,0.520037278657968,2011,1,"3999470.75",5.19318712357129
"516","2011-2","1060","June 30, 2011","MONTRÉAL",2167,1106,1.95931283905967,0.5,2011,2,"4008983.75",5.40535989950072
"517","2011-3","1060","September 30, 2011","MONTRÉAL",2205,1065,2.07042253521127,0.523943661971831,2011,3,"4018107.31",5.48765831741811
"518","2011-4","1060","December 31, 2011","MONTRÉAL",2637,1209,2.18114143920596,0.558312655086849,2011,4,"4027242.69",6.54790436778967
"519","2012-1","1060","March 31, 2012","MONTRÉAL",2615,1180,2.21610169491525,0.58728813559322,2012,1,"4036222.69",6.47882983879663
"520","2012-2","1060","June 30, 2012","MONTRÉAL",2456,1082,2.26987060998152,1.1090573012939,2012,2,"4045047.31",6.07162243548642
"521","2012-3","1060","September 30, 2012","MONTRÉAL",2228,961,2.31841831425598,1.36628511966701,2012,3,"4054501.25",5.4951271750132
"522","2012-4","1060","December 31, 2012","MONTRÉAL",2459,989,2.48634984833165,1.41051567239636,2012,4,"4062701.25",6.05262323927953
"523","2013-1","1060","March 31, 2013","MONTRÉAL",2538,1097,2.31358249772106,1.33363719234275,2013,1,"4070432",6.23521041501246
"524","2013-2","1060","June 30, 2013","MONTRÉAL",2652,1072,2.47388059701493,1.42444029850746,2013,2,"4077693.5",6.50367664955691
"525","2013-3","1060","September 30, 2013","MONTRÉAL",2579,1059,2.43531633616619,1.50991501416431,2013,3,"4085024.81",6.31330314980388
"526","2013-4","1060","December 31, 2013","MONTRÉAL",2756,1102,2.50090744101633,1.59709618874773,2013,4,"4091132.19",6.73652151044281
"527","2014-1","1060","March 31, 2014","MONTRÉAL",2811,1085,2.59078341013825,1.6147465437788,2014,1,"4096554.69",6.86186371894867
"528","2014-2","1060","June 30, 2014","MONTRÉAL",3051,1151,2.65073848827107,1.69765421372719,2014,2,"4101292.3099999996",7.4391186225885
"529","2014-3","1060","September 30, 2014","MONTRÉAL",3359,1205,2.78755186721992,1.88796680497925,2014,3,"4101366.94",8.18995239670021
"530","2014-4","1060","December 31, 2014","MONTRÉAL",3631,1270,2.85905511811024,1.80472440944882,2014,4,"4106326.0600000005",8.8424541717956
"531","2015-1","1060","March 31, 2015","MONTRÉAL",3691,1367,2.70007315288954,1.63204096561814,2015,1,"4112191.56",8.97574917448641
"532","2015-2","1060","June 30, 2015","MONTRÉAL",3636,1325,2.74415094339623,1.62641509433962,2015,2,"4118963.4400000004",8.82746363973553
"533","2015-3","1060","September 30, 2015","MONTRÉAL",3333,1208,2.7591059602649,1.76324503311258,2015,3,"4125459.3400000003",8.07910035055636
"534","2015-4","1060","December 31, 2015","MONTRÉAL",3318,1221,2.71744471744472,1.79443079443079,2015,4,"4134516.91",8.02512136780691
"535","2016-1","1060","March 31, 2016","MONTRÉAL",2995,1134,2.64109347442681,1.88447971781305,2016,1,"4144953.78",7.22565355119593
"536","2016-2","1060","June 30, 2016","MONTRÉAL",2983,1069,2.79045837231057,1.80074836295603,2016,2,"4156769.97",7.17624506895675
"537","2016-3","1060","September 30, 2016","MONTRÉAL",2743,1015,2.70246305418719,1.80098522167488,2016,3,"4170467.3400000003",6.57720053024081
"538","2016-4","1060","December 31, 2016","MONTRÉAL",2791,966,2.88923395445135,1.72774327122153,2016,4,"4184841.41",6.669308885471
"539","2017-1","1060","March 31, 2017","MONTRÉAL",2699,969,2.78534571723426,1.65531475748194,2017,1,"4200394.03",6.42558764897587
"540","2017-2","1060","June 30, 2017","MONTRÉAL",2555,909,2.81078107810781,1.69416941694169,2017,2,"4217125.22",6.05862967474321
"541","2017-3","1060","September 30, 2017","MONTRÉAL",2210,861,2.56678281068525,1.74332171893148,2017,3,"4238321.53",5.21432832397687
"542","2017-4","1060","December 31, 2017","MONTRÉAL",2356,875,2.69257142857143,1.68228571428571,2017,4,"4256095.22",5.5355904372835
"543","2018-1","1060","March 31, 2018","MONTRÉAL",2418,868,2.78571428571429,1.65207373271889,2018,1,"4273732.84",5.65781739412612
"544","2018-2","1060","June 30, 2018","MONTRÉAL",2497,809,3.08652657601978,1.69221260815822,2018,2,"4291234.41",5.81883850059825
"545","2018-3","1060","September 30, 2018","MONTRÉAL",2169,712,3.04634831460674,1.72191011235955,2018,3,"4314085.22",5.02771709270963
"546","2018-4","1060","December 31, 2018","MONTRÉAL",1952,671,2.90909090909091,1.7973174366617,2018,4,"4329120.53",4.50899896751084
"547","2019-1","1060","March 31, 2019","MONTRÉAL",1915,654,2.92813455657492,1.72477064220183,2019,1,"4341825.66",4.41058704323932
"548","2019-2","1060","June 30, 2019","MONTRÉAL",1845,681,2.70925110132159,1.48164464023495,2019,2,"4352200.590000001",4.23923475457274
"549","2019-3","1060","September 30, 2019","MONTRÉAL",2042,689,2.96371552975327,1.21770682148041,2019,3,"4363486.13",4.67974445011012
"550","2019-4","1060","December 31, 2019","MONTRÉAL",2130,763,2.7916120576671,1.09174311926605,2019,4,"4367904.38",4.87648037753061
"551","2020-1","1060","March 31, 2020","MONTRÉAL",1961,775,2.53032258064516,1.05161290322581,2020,1,"4368696.13",4.48875348993431
"552","2020-2","1060","June 30, 2020","MONTRÉAL",1412,639,2.20970266040689,1.01251956181534,2020,2,"4365861.38",3.23418422414502
"553","2020-3","1060","September 30, 2020","MONTRÉAL",1455,567,2.56613756613757,1.1657848324515,2020,3,"4357573.3",3.33901440051508
"554","2020-4","1060","December 31, 2020","MONTRÉAL",1249,466,2.68025751072961,1.26394849785408,2020,4,"4349315.38",2.87171632975487
"555","2021-1","1060","March 31, 2021","MONTRÉAL",900,395,2.27848101265823,1.24810126582278,2021,1,"4342744.2",2.07242231766725
"556","2021-2","1060","June 30, 2021","MONTRÉAL",954,396,2.40909090909091,1.1489898989899,2021,2,"4340016.38",2.19814838579019
"557","2021-3","1060","September 30, 2021","MONTRÉAL",885,374,2.36631016042781,1.36631016042781,2021,3,"4342538.48",2.03797848672143
"558","2021-4","1060","December 31, 2021","MONTRÉAL",791,427,1.85245901639344,1.00234192037471,2021,4,"4342217.13",1.82165003803023
"559","2022-1","1060","March 31, 2022","MONTRÉAL",733,397,1.8463476070529,1.0352644836272,2022,1,"4357208.89",1.68226958703373
"560","2022-2","1060","June 30, 2022","MONTRÉAL",697,395,1.76455696202532,0.69873417721519,2022,2,"4378170.38",1.59198920897181
"561","2022-3","1060","September 30, 2022","MONTRÉAL",659,338,1.94970414201183,0.872781065088757,2022,3,"4387156.699999999",1.50211183475621
"562","2022-4","1060","December 31, 2022","MONTRÉAL",763,395,1.93164556962025,0.934177215189873,2022,4,"4395660.53",1.73580283279974
"563","2023-1","1060","March 31, 2023","MONTRÉAL",858,455,1.88571428571429,0.912087912087912,2023,1,"4424935",1.93901153350275
"564","2023-2","1060","June 30, 2023","MONTRÉAL",1061,435,2.43908045977012,1.11264367816092,2023,2,"4435375",2.39213144322633
"565","1988-2","0580","June 30, 1988",NA,655,381,1.71916010498688,0,1988,2,"323830.609",20.2266240990209
"566","1988-2","1490","June 30, 1988","REGINA",110,92,1.19565217391304,0.0652173913043478,1988,2,"196029.74800000002",5.61139322588937
"567","1988-2","2410","June 30, 1988","VANCOUVER",1897,1611,1.17752948479205,0.262569832402235,1988,2,"1535606.75",12.3534231664454
"568","1988-3","0580","September 30, 1988",NA,503,475,1.05894736842105,0,1988,3,"325561.151",15.45024639626
"569","1988-3","1490","September 30, 1988","REGINA",116,139,0.834532374100719,0.151079136690647,1988,3,"195669.17799999999",5.92837365525193
"570","1988-3","2410","September 30, 1988","VANCOUVER",1539,1629,0.94475138121547,0.21853898096992,1988,3,"1550546.04",9.92553565194362
"571","1988-4","0580","December 31, 1988",NA,515,405,1.27160493827161,0,1988,4,"326937.956",15.7522242538275
"572","1988-4","1490","December 31, 1988","REGINA",121,129,0.937984496124031,0.162790697674419,1988,4,"195585.119",6.18656473553082
