reference_period,metro,metcode,FSA,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
2018,Toronto,2270,L3Z,205.0,191,,205.0,1.0,0.0,1.76
2018,Toronto,2270,L4G,151.0,135,,151.0,1.0,0.0,4.48
2018,Toronto,2270,L4S,10.0,6,,10.0,2.0,0.0,1.5
2018,Toronto,2270,L4W,2.0,2,,2.0,1.0,0.0,0.5
2018,Toronto,2270,L5G,186.0,57,,186.0,3.0,0.26,2.0
2018,Toronto,2270,M1G,2.0,2,,2.0,1.0,0.0,3.0
2018,Toronto,2270,M4J,22.0,21,,22.0,1.0,0.0,4.05
2018,Toronto,2270,L0J,321.0,290,,321.0,1.0,0.0,1.5
2018,Toronto,2270,L0P,24.0,24,,24.0,1.0,0.0,3.17
2018,Toronto,2270,L5T,2.0,2,,2.0,1.0,0.0,0.0
2018,Toronto,2270,L6X,19.0,19,,19.0,1.0,0.0,13.53
2018,Toronto,2270,L9N,383.0,382,,383.0,1.0,0.0,1.51
2018,Toronto,2270,M4R,375.0,14,,375.0,27.0,2.07,3.36
2018,Toronto,2270,M5G,174.0,1,,174.0,174.0,14.0,
2018,Toronto,2270,L3Y,22.0,21,,22.0,1.0,0.0,2.52
2018,Toronto,2270,L4B,314.0,5,,314.0,63.0,5.0,0.75
2018,Toronto,2270,L6E,130.0,9,,130.0,14.0,0.89,1.0
2018,Toronto,2270,L6J,39.0,17,,39.0,2.0,0.53,1.18
2018,Toronto,2270,L6R,271.0,68,,271.0,4.0,0.49,2.09
2018,Toronto,2270,M4A,3.0,3,,3.0,1.0,0.0,2.5
2018,Toronto,2270,M5J,1.0,1,,1.0,1.0,0.0,3.0
2018,Toronto,2270,M9C,53.0,9,,53.0,6.0,0.0,4.67
2018,Toronto,2270,L1Y,4.0,4,,4.0,1.0,0.0,1.25
2018,Toronto,2270,M4Y,230.0,1,,230.0,230.0,25.0,-1.0
2018,Toronto,2270,M8W,342.0,110,,342.0,3.0,0.16,1.07
2018,Toronto,2270,M9N,3.0,3,,3.0,1.0,0.0,1.67
2018,Toronto,2270,L6S,1.0,1,,1.0,1.0,0.0,0.0
2018,Toronto,2270,L9P,18.0,18,,18.0,1.0,0.0,1.5
2018,Toronto,2270,M4N,24.0,23,,24.0,1.0,0.0,1.74
2018,Toronto,2270,M5B,804.0,3,,804.0,268.0,21.67,0.0
2018,Toronto,2270,L0G,484.0,376,,484.0,1.0,0.02,2.93
2018,Toronto,2270,L0L,10.0,10,,10.0,1.0,0.0,7.2
2018,Toronto,2270,L1S,313.0,5,,313.0,63.0,5.0,10.6
2018,Toronto,2270,L4Y,3.0,3,,3.0,1.0,0.0,0.33
2018,Toronto,2270,L5R,468.0,2,,468.0,234.0,24.5,0.0
2018,Toronto,2270,L6A,83.0,71,,83.0,1.0,0.0,6.61
2018,Toronto,2270,L7A,774.0,545,,774.0,1.0,0.0,2.7
2018,Toronto,2270,M1J,4.0,4,,4.0,1.0,0.0,7.0
2018,Toronto,2270,M8Z,415.0,25,,415.0,17.0,1.64,3.48
2018,Toronto,2270,M9W,4.0,4,,4.0,1.0,0.0,1.5
2018,Toronto,2270,L3S,313.0,155,,313.0,2.0,0.06,0.16
2018,Toronto,2270,L4K,1445.0,9,,1445.0,161.0,16.67,0.67
2018,Toronto,2270,L4Z,460.0,5,,460.0,92.0,8.2,1.2
2018,Toronto,2270,L5B,1283.0,10,,1283.0,128.0,12.1,1.0
2018,Toronto,2270,L7K,147.0,139,,147.0,1.0,0.0,1.51
2018,Toronto,2270,M1C,40.0,38,,40.0,1.0,0.0,1.61
2018,Toronto,2270,M1R,161.0,6,,161.0,27.0,2.33,2.8
2018,Toronto,2270,M4K,5.0,5,,5.0,1.0,0.0,1.6
2018,Toronto,2270,M4X,335.0,1,,335.0,335.0,36.0,3.0
2018,Toronto,2270,M5P,22.0,22,,22.0,1.0,0.0,5.27
2018,Toronto,2270,M6B,39.0,28,,39.0,1.0,0.0,2.79
2018,Toronto,2270,M6C,237.0,18,,237.0,13.0,0.89,2.12
2018,Toronto,2270,M6P,540.0,6,,540.0,90.0,8.33,2.83
2018,Toronto,2270,M9P,10.0,10,,10.0,1.0,0.0,0.6
2018,Toronto,2270,M9V,1.0,1,,1.0,1.0,0.0,2.0
2018,Toronto,2270,L0E,37.0,37,1.0,36.0,1.0,0.0,4.54
2018,Toronto,2270,L5E,27.0,27,,27.0,1.0,0.0,2.41
2018,Toronto,2270,L6K,13.0,13,,13.0,1.0,0.0,1.69
2018,Toronto,2270,M1H,2.0,2,,2.0,1.0,0.0,1.5
2018,Toronto,2270,M1K,31.0,30,,31.0,1.0,0.0,5.48
2018,Toronto,2270,M1L,202.0,53,,202.0,4.0,0.0,2.3
2018,Toronto,2270,M1M,335.0,37,,335.0,9.0,0.46,3.54
2018,Toronto,2270,M2M,75.0,65,,75.0,1.0,0.0,4.55
2018,Toronto,2270,M3B,23.0,23,,23.0,1.0,0.0,3.76
2018,Toronto,2270,M4T,3.0,3,,3.0,1.0,0.0,6.0
2018,Toronto,2270,M6E,12.0,11,,12.0,1.0,0.0,5.0
2018,Toronto,2270,M6N,2.0,2,,2.0,1.0,0.0,1.5
2018,Toronto,2270,L3P,42.0,28,,42.0,2.0,0.0,3.0
2018,Toronto,2270,L5N,1.0,1,,1.0,1.0,0.0,0.0
2018,Toronto,2270,M6M,21.0,17,,21.0,1.0,0.0,3.82
2018,Toronto,2270,M6R,3.0,3,,3.0,1.0,0.0,1.33
2018,Toronto,2270,M8Y,98.0,15,,98.0,7.0,0.47,2.07
2018,Toronto,2270,L9R,353.0,185,,353.0,2.0,0.04,1.81
2018,Toronto,2270,L9W,85.0,26,,85.0,3.0,0.12,0.77
2018,Toronto,2270,M1P,11.0,11,,11.0,1.0,0.0,1.82
2018,Toronto,2270,M4S,1554.0,14,,1554.0,111.0,10.36,4.15
2018,Toronto,2270,M4W,45.0,8,,45.0,6.0,0.88,1.13
2018,Toronto,2270,M6L,14.0,14,,14.0,1.0,0.0,0.71
2018,Toronto,2270,L0H,277.0,183,,277.0,2.0,0.0,1.26
2018,Toronto,2270,L4C,206.0,135,,206.0,2.0,0.0,1.26
2018,Toronto,2270,M1N,80.0,38,,80.0,2.0,0.16,4.05
2018,Toronto,2270,M1S,665.0,8,,665.0,83.0,8.25,14.13
2018,Toronto,2270,M2N,469.0,97,,469.0,5.0,0.32,4.39
2018,Toronto,2270,M5M,47.0,47,,47.0,1.0,0.0,2.62
2018,Toronto,2270,M6H,34.0,6,,34.0,6.0,0.0,1.0
2018,Toronto,2270,L4P,35.0,35,,35.0,1.0,0.0,2.74
2018,Toronto,2270,L4T,11.0,10,,11.0,1.0,0.0,1.9
2018,Toronto,2270,L5M,275.0,25,,275.0,11.0,1.2,2.68
2018,Toronto,2270,L6C,564.0,45,,564.0,13.0,0.11,0.62
2018,Toronto,2270,M3C,14.0,14,,14.0,1.0,0.0,5.15
2018,Toronto,2270,M5A,1161.0,6,,1161.0,194.0,14.0,3.4
2018,Toronto,2270,M6A,24.0,22,,24.0,1.0,0.0,1.86
2018,Toronto,2270,M8X,133.0,19,,133.0,7.0,0.42,1.28
2018,Toronto,2270,L1W,346.0,38,,346.0,9.0,0.82,2.42
2018,Toronto,2270,L3T,373.0,45,,373.0,8.0,0.56,3.64
2018,Toronto,2270,L3X,387.0,145,,387.0,3.0,0.0,3.44
2018,Toronto,2270,L6H,558.0,22,,558.0,25.0,0.77,0.53
2018,Toronto,2270,L9T,1428.0,445,,1428.0,3.0,0.05,1.11
2018,Toronto,2270,M1B,529.0,18,,529.0,29.0,2.33,7.0
2018,Toronto,2270,M3H,983.0,37,,983.0,27.0,1.65,2.78
2018,Toronto,2270,M4E,15.0,15,,15.0,1.0,0.0,1.53
2018,Toronto,2270,M9L,4.0,4,,4.0,1.0,0.0,3.25
2018,Toronto,2270,L6M,985.0,404,,985.0,2.0,0.01,4.11
2018,Toronto,2270,M2R,13.0,13,,13.0,1.0,0.0,2.31
2018,Toronto,2270,M4B,12.0,12,,12.0,1.0,0.0,1.67
2018,Toronto,2270,M4P,1267.0,8,,1267.0,158.0,11.13,4.0
2018,Toronto,2270,M5R,93.0,3,,93.0,31.0,6.33,3.67
2018,Toronto,2270,L4E,542.0,301,,542.0,2.0,0.0,1.61
2018,Toronto,2270,L7B,28.0,28,,28.0,1.0,0.0,1.14
2018,Toronto,2270,L7E,198.0,47,,198.0,4.0,0.19,1.72
2018,Toronto,2270,L7J,3.0,3,,3.0,1.0,0.0,0.0
2018,Toronto,2270,M1W,65.0,10,,65.0,7.0,1.5,1.7
2018,Toronto,2270,M3M,4.0,4,,4.0,1.0,0.0,1.0
2018,Toronto,2270,M4M,319.0,7,,319.0,46.0,2.14,1.29
2018,Toronto,2270,L1V,574.0,69,,574.0,8.0,0.74,1.19
2018,Toronto,2270,L6L,52.0,52,,52.0,1.0,0.0,1.08
2018,Toronto,2270,L6Y,321.0,203,,321.0,2.0,0.0,0.83
2018,Toronto,2270,M5S,26.0,1,,26.0,26.0,4.0,9.0
2018,Toronto,2270,M9A,841.0,33,,841.0,25.0,2.45,1.91
2018,Toronto,2270,M9B,720.0,59,,720.0,12.0,0.9,1.34
2018,Toronto,2270,L5J,7.0,7,,7.0,1.0,0.0,1.0
2018,Toronto,2270,M1T,285.0,11,,285.0,26.0,1.64,3.0
2018,Toronto,2270,M2K,770.0,25,,770.0,31.0,2.24,4.52
2018,Toronto,2270,M3A,8.0,8,,8.0,1.0,0.0,3.88
2018,Toronto,2270,M4G,655.0,38,,655.0,17.0,1.53,3.69
2019,Toronto,2270,L1V,219.0,18,,219.0,12.0,1.44,3.82
2019,Toronto,2270,L6L,134.0,132,,134.0,1.0,0.0,6.4
2019,Toronto,2270,L6X,3.0,3,,3.0,1.0,0.0,32.0
2019,Toronto,2270,M3C,4.0,4,,4.0,1.0,0.0,7.0
2019,Toronto,2270,M5N,27.0,27,,27.0,1.0,0.0,7.04
2019,Toronto,2270,M6B,31.0,22,,31.0,1.0,0.27,2.82
2019,Toronto,2270,M9C,4.0,4,,4.0,1.0,0.0,2.5
2019,Toronto,2270,L5B,1895.0,6,,1895.0,316.0,26.33,3.33
2019,Toronto,2270,L6A,364.0,19,,364.0,19.0,0.63,6.84
2019,Toronto,2270,L6B,6.0,1,,6.0,6.0,0.0,1.0
2019,Toronto,2270,L6Y,280.0,190,,280.0,1.0,0.0,1.15
2019,Toronto,2270,L9W,160.0,22,,160.0,7.0,0.41,0.82
2019,Toronto,2270,M2M,47.0,47,,47.0,1.0,0.0,3.47
2019,Toronto,2270,M5P,22.0,17,,22.0,1.0,0.0,6.47
2019,Toronto,2270,M8Z,50.0,37,,50.0,1.0,0.0,5.19
2019,Toronto,2270,L6K,37.0,37,,37.0,1.0,0.0,4.72
2019,Toronto,2270,L7K,60.0,48,,60.0,1.0,0.0,1.81
2019,Toronto,2270,M1G,1.0,1,,1.0,1.0,0.0,0.0
2019,Toronto,2270,M1P,68.0,3,,68.0,23.0,0.0,2.33
2019,Toronto,2270,M4W,5.0,5,,5.0,1.0,0.0,2.6
2019,Toronto,2270,L0H,350.0,152,,350.0,2.0,0.01,1.41
2019,Toronto,2270,L1Z,93.0,71,,93.0,1.0,0.0,0.23
2019,Toronto,2270,M2J,963.0,16,,963.0,60.0,3.06,1.17
2019,Toronto,2270,M3J,184.0,1,,184.0,184.0,14.0,7.0
2019,Toronto,2270,M4C,183.0,18,,183.0,10.0,0.44,4.22
2019,Toronto,2270,M5R,293.0,9,,293.0,33.0,5.11,3.67
2019,Toronto,2270,L1W,14.0,14,,14.0,1.0,0.0,0.29
2019,Toronto,2270,L3S,2.0,2,,2.0,1.0,0.0,0.0
2019,Toronto,2270,L5T,1.0,1,,1.0,1.0,0.0,0.0
2019,Toronto,2270,L6R,340.0,283,,340.0,1.0,0.0,2.86
2019,Toronto,2270,L6V,1.0,1,,1.0,1.0,0.0,0.0
2019,Toronto,2270,M2P,16.0,16,,16.0,1.0,0.0,4.69
2019,Toronto,2270,M6C,15.0,14,,15.0,1.0,0.0,4.36
2019,Toronto,2270,L1Y,3.0,3,,3.0,1.0,0.0,0.0
2019,Toronto,2270,L5C,3.0,3,,3.0,1.0,0.0,1.0
2019,Toronto,2270,L6C,92.0,17,,92.0,5.0,0.0,4.71
2019,Toronto,2270,M1M,29.0,29,,29.0,1.0,0.0,3.5
2019,Toronto,2270,M1V,187.0,2,,187.0,94.0,6.0,0.0
2019,Toronto,2270,M2K,700.0,22,,700.0,32.0,3.68,1.0
2019,Toronto,2270,M3M,6.0,6,,6.0,1.0,0.0,2.2
2019,Toronto,2270,M4L,92.0,13,,92.0,7.0,0.85,12.15
2019,Toronto,2270,M4N,29.0,28,,29.0,1.0,0.0,2.82
2019,Toronto,2270,M5E,308.0,1,,308.0,308.0,29.0,3.0
2019,Toronto,2270,M6P,6.0,6,,6.0,1.0,0.0,0.33
2019,Toronto,2270,M6S,12.0,10,,12.0,1.0,0.0,8.0
2019,Toronto,2270,L3T,26.0,9,,26.0,3.0,0.0,5.56
2019,Toronto,2270,L4B,232.0,2,,232.0,116.0,9.5,1.0
2019,Toronto,2270,L5J,8.0,8,,8.0,1.0,0.0,3.13
2019,Toronto,2270,L5K,6.0,6,,6.0,1.0,0.0,5.5
2019,Toronto,2270,M5J,1.0,1,,1.0,1.0,0.0,6.0
2019,Toronto,2270,M6J,80.0,3,,80.0,27.0,2.67,9.67
2019,Toronto,2270,M9P,6.0,6,,6.0,1.0,0.0,2.0
2019,Toronto,2270,L4G,312.0,202,,312.0,2.0,0.03,1.43
2019,Toronto,2270,L5G,179.0,45,,179.0,4.0,0.2,1.24
2019,Toronto,2270,L6W,1.0,1,,1.0,1.0,0.0,0.0
2019,Toronto,2270,L7C,170.0,104,,170.0,2.0,0.0,0.44
2019,Toronto,2270,L7G,10.0,10,,10.0,1.0,0.0,0.7
2019,Toronto,2270,M4A,2.0,2,,2.0,1.0,0.0,3.0
2019,Toronto,2270,M6M,72.0,13,,72.0,6.0,0.92,5.46
2019,Toronto,2270,M6R,2.0,2,,2.0,1.0,0.0,8.0
2019,Toronto,2270,M8W,43.0,35,,43.0,1.0,0.0,5.14
2019,Toronto,2270,L1T,2.0,2,,2.0,1.0,0.0,0.0
2019,Toronto,2270,L5H,511.0,45,,511.0,11.0,0.69,1.11
2019,Toronto,2270,L7E,27.0,27,,27.0,1.0,0.0,2.33
2019,Toronto,2270,M1E,39.0,20,,39.0,2.0,0.15,5.1
2019,Toronto,2270,M2H,1.0,1,,1.0,1.0,0.0,11.0
2019,Toronto,2270,L5A,84.0,5,,84.0,17.0,1.2,3.2
2019,Toronto,2270,M4B,165.0,24,,165.0,7.0,0.29,3.88
2019,Toronto,2270,M9M,5.0,5,,5.0,1.0,0.0,6.0
2019,Toronto,2270,M9W,1.0,1,,1.0,1.0,0.0,9.0
2019,Toronto,2270,L4J,150.0,46,,150.0,3.0,0.0,2.04
2019,Toronto,2270,M1W,198.0,4,,198.0,50.0,3.5,1.0
2019,Toronto,2270,M4P,350.0,2,,350.0,175.0,18.5,8.0
2019,Toronto,2270,M4V,272.0,17,,272.0,16.0,2.71,4.29
2019,Toronto,2270,M5M,69.0,34,,69.0,2.0,0.18,1.68
2019,Toronto,2270,L0G,301.0,257,,301.0,1.0,0.0,2.58
2019,Toronto,2270,L3P,52.0,18,,52.0,3.0,0.33,1.22
2019,Toronto,2270,L7A,736.0,324,,736.0,2.0,0.0,1.78
2019,Toronto,2270,L9R,68.0,32,,68.0,2.0,0.0,0.13
2019,Toronto,2270,M1R,16.0,16,,16.0,1.0,0.0,3.81
2019,Toronto,2270,M3A,5.0,5,,5.0,1.0,0.0,2.8
2019,Toronto,2270,M4M,483.0,9,,483.0,54.0,3.0,2.89
2019,Toronto,2270,M4S,11.0,11,,11.0,1.0,0.0,4.45
2019,Toronto,2270,M4X,2.0,1,,2.0,2.0,0.0,6.0
2019,Toronto,2270,M9V,2.0,2,,2.0,1.0,0.0,4.5
2019,Toronto,2270,L4A,152.0,47,,152.0,3.0,0.45,3.8
2019,Toronto,2270,L4W,1.0,1,,1.0,1.0,0.0,18.0
2019,Toronto,2270,L9N,156.0,78,,156.0,2.0,0.0,0.62
2019,Toronto,2270,M4G,50.0,30,,50.0,2.0,0.0,5.67
2019,Toronto,2270,M9N,4.0,4,,4.0,1.0,0.0,5.25
2019,Toronto,2270,L3Y,110.0,37,,110.0,3.0,0.0,3.16
2019,Toronto,2270,L3Z,131.0,75,,131.0,2.0,0.0,2.2
2019,Toronto,2270,L6E,45.0,7,,45.0,6.0,0.0,2.71
2019,Toronto,2270,L6P,89.0,73,,89.0,1.0,0.0,0.79
2019,Toronto,2270,M3H,26.0,26,,26.0,1.0,0.0,2.5
2019,Toronto,2270,M6E,12.0,10,,12.0,1.0,0.0,1.8
2019,Toronto,2270,L6M,317.0,116,,317.0,3.0,0.0,3.52
2019,Toronto,2270,M1J,3.0,3,,3.0,1.0,0.0,10.33
2019,Toronto,2270,M1N,46.0,45,,46.0,1.0,0.0,3.0
2019,Toronto,2270,M8V,190.0,28,,190.0,7.0,0.5,2.68
2019,Toronto,2270,L1S,18.0,18,,18.0,1.0,0.0,0.0
2019,Toronto,2270,L3X,37.0,28,,37.0,1.0,0.0,0.89
2019,Toronto,2270,L6J,87.0,46,,87.0,2.0,0.15,5.79
2019,Toronto,2270,M1K,16.0,16,,16.0,1.0,0.0,6.56
2019,Toronto,2270,M1S,4.0,4,,4.0,1.0,0.0,0.75
2019,Toronto,2270,M2N,102.0,60,,102.0,2.0,0.07,7.15
2019,Toronto,2270,M3K,209.0,27,,209.0,8.0,0.3,0.48
2019,Toronto,2270,M4T,1.0,1,,1.0,1.0,0.0,4.0
2019,Toronto,2270,M4Y,476.0,1,,476.0,476.0,52.0,7.0
2019,Toronto,2270,M6H,19.0,4,,19.0,5.0,0.75,2.5
2019,Toronto,2270,M6N,12.0,10,,12.0,1.0,0.3,3.7
2019,Toronto,2270,L4L,417.0,74,,417.0,6.0,0.0,1.09
2019,Toronto,2270,L7B,20.0,20,,20.0,1.0,0.0,1.26
2019,Toronto,2270,L9P,25.0,21,,25.0,1.0,0.0,0.67
2019,Toronto,2270,M1T,238.0,5,,238.0,48.0,3.6,4.6
2019,Toronto,2270,M2L,12.0,7,,12.0,2.0,0.0,2.57
2019,Toronto,2270,M2R,10.0,10,,10.0,1.0,0.0,2.1
2019,Toronto,2270,M4E,6.0,6,,6.0,1.0,0.0,6.0
2019,Toronto,2270,M4R,29.0,18,,29.0,2.0,0.0,7.28
2019,Toronto,2270,M5A,4732.0,17,,4732.0,278.0,22.47,7.53
2019,Toronto,2270,L0J,162.0,162,,162.0,1.0,0.0,1.39
2019,Toronto,2270,L4K,284.0,2,,284.0,142.0,10.5,3.5
2019,Toronto,2270,L6H,270.0,18,,270.0,15.0,1.39,2.67
2019,Toronto,2270,M4J,129.0,19,,129.0,7.0,0.84,5.26
2019,Toronto,2270,M5S,688.0,2,,688.0,344.0,31.5,10.5
2019,Toronto,2270,M5T,208.0,6,,208.0,35.0,5.5,7.67
2019,Toronto,2270,M9B,599.0,64,,599.0,9.0,0.64,1.84
2019,Toronto,2270,L3R,25.0,6,,25.0,4.0,0.67,1.5
2019,Toronto,2270,L5E,37.0,35,,37.0,1.0,0.0,1.57
2019,Toronto,2270,L5L,146.0,9,,146.0,16.0,0.0,1.11
2019,Toronto,2270,L5M,421.0,15,,421.0,28.0,2.8,4.0
2019,Toronto,2270,M4K,4.0,4,,4.0,1.0,0.0,2.25
2019,Toronto,2270,M5B,602.0,1,,602.0,602.0,52.0,7.0
2019,Toronto,2270,L0P,36.0,22,,36.0,2.0,0.0,4.81
2019,Toronto,2270,L4H,37.0,29,,37.0,1.0,0.0,6.45
2019,Toronto,2270,L4P,149.0,126,,149.0,1.0,0.0,1.42
2019,Toronto,2270,M3B,22.0,22,,22.0,1.0,0.0,4.82
2019,Toronto,2270,M6A,530.0,20,,530.0,27.0,2.05,3.13
2019,Toronto,2270,M8X,21.0,20,,21.0,1.0,0.0,2.65
2019,Toronto,2270,M8Y,515.0,18,,515.0,29.0,1.61,1.78
2019,Toronto,2270,L0E,52.0,49,,52.0,1.0,0.0,3.35
2019,Toronto,2270,L4C,224.0,141,,224.0,2.0,0.0,1.55
2019,Toronto,2270,L4E,485.0,177,,485.0,3.0,0.0,1.32
2019,Toronto,2270,L4T,10.0,10,,10.0,1.0,0.0,3.7
2019,Toronto,2270,L4Y,2.0,2,,2.0,1.0,0.0,0.0
2019,Toronto,2270,L9T,705.0,306,,705.0,2.0,0.02,0.99
2019,Toronto,2270,M1C,20.0,20,,20.0,1.0,0.0,4.5
2019,Toronto,2270,M6K,421.0,1,,421.0,421.0,10.0,2.0
2019,Toronto,2270,M9R,2.0,2,,2.0,1.0,0.0,4.0
2019,Toronto,2270,L4S,3.0,2,,3.0,2.0,0.0,1.0
2019,Toronto,2270,M1L,146.0,56,,146.0,3.0,0.0,2.89
2019,Toronto,2270,M5V,2632.0,5,,2632.0,526.0,44.0,7.6
2019,Toronto,2270,M6G,999.0,4,,999.0,250.0,22.25,3.0
2019,Toronto,2270,M6L,11.0,11,,11.0,1.0,0.0,1.09
2019,Toronto,2270,M9A,24.0,24,,24.0,1.0,0.0,1.33
2020,Toronto,2270,,38549.0,6972,,38549.0,6.0,0.31,2.64
2020,Toronto,2270,nan,38.0,35,,38.0,1.0,0.0,72.11
2021,Toronto,2270,,41868.0,8085,1.0,41867.0,5.0,0.32,2.2
2021,Toronto,2270,nan,30.0,13,,30.0,2.0,0.31,80.38
2022,Toronto,2270,,45108.0,7529,,45108.0,6.0,0.37,3.28
2022,Toronto,2270,nan,1.0,1,,1.0,1.0,0.0,67.0
2023,Toronto,2270,,47426.0,5746,3.0,47423.0,8.0,0.5,3.34
2023,Toronto,2270,nan,2.0,2,,2.0,1.0,0.0,164.0
1988,Vancouver,2410,,22.0,9,,,2.0,0.0,0.33
1988,Vancouver,2410,nan,11108.0,6690,,,2.0,0.0,0.09
1989,Vancouver,2410,,259.0,26,,,10.0,0.0,0.12
1989,Vancouver,2410,nan,21575.0,11406,,,2.0,0.02,0.39
1990,Vancouver,2410,,24.0,8,,,3.0,0.0,1.63
1990,Vancouver,2410,nan,17946.0,7465,,,2.0,0.05,0.66
1991,Vancouver,2410,nan,14769.0,7672,,,2.0,0.03,0.63
1992,Vancouver,2410,nan,18667.0,8802,,,2.0,0.05,0.61
1992,Vancouver,2410,,17.0,17,,,1.0,0.0,0.35
1993,Vancouver,2410,nan,21289.0,7871,,,3.0,0.09,0.69
1993,Vancouver,2410,,18.0,6,,,3.0,0.0,0.67
1994,Vancouver,2410,nan,20371.0,7582,,,3.0,0.15,0.51
1994,Vancouver,2410,,102.0,8,,,13.0,5.0,0.88
1995,Vancouver,2410,V3V,1.0,1,,,1.0,0.0,0.0
1995,Vancouver,2410,,16.0,5,,,3.0,1.2,0.8
1995,Vancouver,2410,nan,14975.0,5369,,,3.0,0.18,0.59
1996,Vancouver,2410,nan,15429.0,5931,,,3.0,0.16,0.73
1996,Vancouver,2410,,21.0,15,,,1.0,0.2,2.87
1996,Vancouver,2410,V7T,1.0,1,,,1.0,0.0,3.0
1996,Vancouver,2410,V0N,1.0,1,,,1.0,0.0,1.0
1996,Vancouver,2410,V3E,1.0,1,,,1.0,0.0,20.0
1997,Vancouver,2410,,56.0,18,,,3.0,0.0,0.0
1997,Vancouver,2410,nan,15894.0,5611,,,3.0,0.17,0.6
1998,Vancouver,2410,,11.0,10,,,1.0,0.0,0.7
1998,Vancouver,2410,nan,11867.0,4117,,,3.0,0.22,0.63
1999,Vancouver,2410,V0N,1.0,1,,,1.0,0.0,0.0
1999,Vancouver,2410,,26.0,21,,,1.0,0.0,0.48
1999,Vancouver,2410,nan,8650.0,4058,,,2.0,0.12,0.65
2000,Vancouver,2410,nan,8190.0,3745,,,2.0,0.19,0.6
2000,Vancouver,2410,,9.0,1,,,9.0,0.0,1.0
2000,Vancouver,2410,V0N,2.0,2,,,1.0,0.0,0.5
2000,Vancouver,2410,V5W,1.0,1,,,1.0,0.0,0.0
2000,Vancouver,2410,V2Y,1.0,1,,,1.0,0.0,0.0
2001,Vancouver,2410,V3M,4.0,4,,,1.0,0.0,57.5
2001,Vancouver,2410,V7S,1.0,1,,,1.0,0.0,16.0
2001,Vancouver,2410,V3L,1.0,1,,,1.0,0.0,2.0
2001,Vancouver,2410,nan,10855.0,4231,,,3.0,0.22,0.52
2001,Vancouver,2410,V4N,1.0,1,,,1.0,0.0,1.0
2002,Vancouver,2410,V7S,3.0,3,,,1.0,0.0,3.67
2002,Vancouver,2410,,2.0,2,,,1.0,0.0,0.0
2002,Vancouver,2410,V2Y,1.0,1,,,1.0,0.0,0.0
2002,Vancouver,2410,V0N,2.0,2,,,1.0,0.0,0.0
2002,Vancouver,2410,V6N,1.0,1,,,1.0,0.0,0.0
2002,Vancouver,2410,V6K,1.0,1,,,1.0,0.0,0.0
2002,Vancouver,2410,nan,13186.0,5928,,,2.0,0.22,0.38
2002,Vancouver,2410,V7W,1.0,1,,,1.0,0.0,4.0
2003,Vancouver,2410,V3C,8.0,3,,,3.0,0.0,1.33
2003,Vancouver,2410,,3.0,3,,,1.0,0.0,0.0
2003,Vancouver,2410,V7W,4.0,4,,,1.0,0.0,0.25
2003,Vancouver,2410,V3M,153.0,2,,,77.0,0.0,52.5
2003,Vancouver,2410,V5S,1.0,1,,,1.0,0.0,0.0
2003,Vancouver,2410,V7S,10.0,10,,,1.0,0.0,0.2
2003,Vancouver,2410,V3N,1.0,1,,,1.0,0.0,0.0
2003,Vancouver,2410,V4A,1.0,1,,,1.0,0.0,1.0
2003,Vancouver,2410,V0N,3.0,3,,,1.0,0.0,0.0
2003,Vancouver,2410,V4N,2.0,2,,,1.0,0.0,0.0
2003,Vancouver,2410,V6R,42.0,18,,,2.0,0.0,0.94
2003,Vancouver,2410,V7V,2.0,2,,,1.0,0.0,0.0
2003,Vancouver,2410,nan,15393.0,6388,,,2.0,0.22,0.47
2003,Vancouver,2410,V6P,3.0,2,,,2.0,0.0,0.0
2004,Vancouver,2410,V3A,5.0,5,,,1.0,0.0,0.0
2004,Vancouver,2410,V4A,61.0,5,,,12.0,0.8,5.0
2004,Vancouver,2410,V3R,1.0,1,,,1.0,0.0,1.0
2004,Vancouver,2410,V5A,173.0,6,,,29.0,4.67,2.83
2004,Vancouver,2410,V5R,6.0,2,,,3.0,1.0,0.0
2004,Vancouver,2410,V7S,26.0,22,,,1.0,0.0,0.5
2004,Vancouver,2410,V3J,4.0,4,,,1.0,0.0,0.25
2004,Vancouver,2410,V5Z,138.0,8,,,17.0,0.75,3.0
2004,Vancouver,2410,V7T,7.0,4,,,2.0,0.0,0.0
2004,Vancouver,2410,V2X,6.0,6,,,1.0,0.0,0.33
2004,Vancouver,2410,V5G,376.0,8,,,47.0,5.38,4.63
2004,Vancouver,2410,V6J,37.0,5,,,7.0,3.0,1.2
2004,Vancouver,2410,V3H,42.0,1,,,42.0,4.0,0.0
2004,Vancouver,2410,V6A,295.0,5,,,59.0,7.0,2.0
2004,Vancouver,2410,V2Y,6.0,6,,,1.0,0.0,0.83
2004,Vancouver,2410,V5Y,116.0,4,,,29.0,4.5,1.75
2004,Vancouver,2410,V6R,56.0,13,,,4.0,0.77,0.62
2004,Vancouver,2410,V7G,1.0,1,,,1.0,0.0,0.0
2004,Vancouver,2410,V0N,10.0,10,,,1.0,0.0,-0.1
2004,Vancouver,2410,V3N,4.0,4,,,1.0,0.0,2.0
2004,Vancouver,2410,V5N,7.0,3,,,2.0,0.67,6.0
2004,Vancouver,2410,V6P,61.0,23,,,3.0,0.17,0.04
